# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR13084823_sorted.bam" "SRR13084834_sorted.bam" "SRR13084828_sorted.bam" "SRR13084824_sorted.bam" "SRR13084817_sorted.bam" "SRR13084830_sorted.bam" "SRR13084837_sorted.bam" "SRR13084827_sorted.bam" "SRR13084821_sorted.bam" "SRR13084833_sorted.bam" "SRR13084822_sorted.bam" "SRR13084820_sorted.bam" "SRR13084838_sorted.bam" "SRR13084835_sorted.bam" "SRR13084818_sorted.bam" "SRR13084825_sorted.bam" "SRR13084839_sorted.bam" "SRR13084831_sorted.bam" "SRR13084832_sorted.bam" "SRR13084819_sorted.bam" "SRR13084840_sorted.bam" "SRR13084836_sorted.bam" "SRR13084826_sorted.bam" "SRR13084829_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13084823_sorted.bam	SRR13084834_sorted.bam	SRR13084828_sorted.bam	SRR13084824_sorted.bam	SRR13084817_sorted.bam	SRR13084830_sorted.bam	SRR13084837_sorted.bam	SRR13084827_sorted.bam	SRR13084821_sorted.bam	SRR13084833_sorted.bam	SRR13084822_sorted.bam	SRR13084820_sorted.bam	SRR13084838_sorted.bam	SRR13084835_sorted.bam	SRR13084818_sorted.bam	SRR13084825_sorted.bam	SRR13084839_sorted.bam	SRR13084831_sorted.bam	SRR13084832_sorted.bam	SRR13084819_sorted.bam	SRR13084840_sorted.bam	SRR13084836_sorted.bam	SRR13084826_sorted.bam	SRR13084829_sorted.bam
gene-b1208	U00096.3	1262026	1262877	-	852	4486	828	825	3145	4035	3000	3142	1193	1780	1211	799	1933	3310	3625	3541	2272	1406	2793	3195	1986	1359	3583	3214	3275
gene-b1209	U00096.3	1262877	1263500	-	624	764	102	101	511	653	360	369	105	179	146	95	159	290	521	579	387	137	353	245	214	197	439	308	508
gene-b1210	U00096.3	1263714	1264970	+	1257	3475	743	491	2994	3328	3043	4281	696	1123	807	521	1386	2238	3686	4012	2662	1029	3185	1948	2194	905	3353	2662	3618
gene-b1211	U00096.3	1265012	1266094	+	1083	2068	333	261	1919	2049	1799	2929	384	558	401	274	1078	1525	1955	2710	2113	459	2258	1293	1515	503	2049	1983	2021
gene-b1212	U00096.3	1266094	1266927	+	834	1049	194	153	977	988	952	1572	200	339	241	161	557	942	940	1392	1171	270	1219	851	865	271	1089	1129	1043
gene-b1213	U00096.3	1266924	1267316	+	393	1237	287	235	1020	1122	1030	1272	265	438	330	193	482	1100	1215	1219	891	383	1033	865	711	350	1431	883	1145
gene-b1214	U00096.3	1267320	1268129	+	810	5443	1327	942	3999	4567	3991	4996	1201	1821	1402	913	1919	3536	5019	5010	3646	1684	3877	3022	2761	1342	4299	3616	4850
gene-b1215	U00096.3	1268165	1269019	+	855	11343	2356	1864	7460	9012	6667	8836	2423	3724	2801	1756	3509	5295	10156	9499	6785	3222	6909	4618	4876	2711	6585	6757	10010
gene-b4419	U00096.3	1269168	1269275	-	108	748	165	137	585	626	608	648	173	258	191	122	326	481	734	719	521	245	496	462	400	220	653	435	706
gene-b4420	U00096.3	1269323	1269389	+	67	310	54	49	268	230	256	282	45	87	56	46	81	184	249	301	218	73	237	160	153	87	257	189	229
gene-b4421	U00096.3	1269703	1269810	-	108	256	45	50	230	189	183	223	57	77	66	38	107	139	234	254	205	86	227	102	135	67	202	165	196
gene-b4422	U00096.3	1269858	1269923	+	66	132	19	18	123	116	104	120	23	26	21	23	33	110	88	94	111	22	78	53	63	30	137	70	67
gene-b4423	U00096.3	1270238	1270345	-	108	886	189	153	653	684	620	671	202	297	221	127	373	508	798	781	559	258	638	493	441	220	614	542	805
gene-b4424	U00096.3	1270393	1270460	+	68	128	24	21	132	82	174	178	21	29	33	14	37	166	147	110	90	36	114	129	59	40	284	86	119
gene-b1216	U00096.3	1270749	1271849	-	1101	1530	229	259	1394	1429	903	1216	270	435	294	186	655	1163	1176	1549	1113	368	935	901	832	430	1361	1143	1057
gene-b1217	U00096.3	1272119	1272349	+	231	580	135	105	275	442	267	361	25	74	45	82	95	232	419	420	275	65	219	197	181	144	505	158	399
gene-b1218	U00096.3	1272507	1273202	+	696	2369	379	323	1240	1909	810	1029	264	317	264	306	378	661	1953	1431	903	422	706	633	659	544	1189	747	1428
gene-b1219	U00096.3	1273246	1273599	-	354	2600	554	412	1582	2361	1359	1651	432	700	508	412	712	1253	2140	1874	1186	559	1278	1268	1071	552	1831	1242	1940
gene-b1220	U00096.3	1273784	1275178	+	1395	558	91	103	322	417	241	251	59	103	114	71	96	186	405	402	232	123	218	163	165	193	303	208	337
gene-b1221	U00096.3	1275179	1275829	-	651	329	56	60	238	273	215	206	64	84	67	49	71	132	262	277	216	50	156	140	113	105	211	152	250
gene-b1222	U00096.3	1275822	1277618	-	1797	1301	265	194	957	1097	846	993	226	348	259	191	367	613	1034	1030	732	286	736	530	575	361	879	704	1011
gene-b1223	U00096.3	1277957	1279348	+	1392	74	26	42	40	47	28	20	22	35	16	16	26	49	46	68	29	22	23	42	24	59	59	24	45
gene-b4813	U00096.3	1279337	1279520	+	184	62	16	16	37	82	69	20	13	39	16	17	28	37	34	58	24	15	44	74	27	27	51	28	60
gene-b1224	U00096.3	1279864	1283607	+	3744	313	78	118	198	254	238	248	74	111	99	70	86	136	307	354	167	87	209	149	112	203	266	149	272
gene-b1225	U00096.3	1283604	1285142	+	1539	277	90	66	222	233	200	297	57	98	88	54	91	134	271	309	179	81	214	134	126	124	226	146	270
gene-b1226	U00096.3	1285139	1285849	+	711	147	53	29	130	161	96	161	36	52	51	30	46	89	161	165	87	52	115	61	57	71	122	90	159
gene-b1227	U00096.3	1285849	1286526	+	678	107	26	39	77	93	44	94	27	38	35	23	34	44	96	112	52	36	90	41	36	51	72	58	93
gene-b1228	U00096.3	1286709	1286984	+	276	634	130	286	633	495	584	512	256	294	143	186	484	687	478	676	576	208	486	737	534	301	963	710	282
gene-b4425	U00096.3	1287066	1287236	-	171	1213	228	402	1491	953	1415	1197	451	529	304	314	802	1411	963	1637	1286	399	1057	1449	1069	378	2449	1246	734
gene-b1229	U00096.3	1287087	1287176	-	90	777	170	325	869	623	804	659	339	381	191	235	601	888	554	939	753	262	680	1007	721	271	1349	893	381
gene-b1230	U00096.3	1287244	1287328	-	85	13273	2045	1301	7796	7126	8108	7821	2222	2558	1783	1451	8499	8258	8111	7937	7671	2010	7402	7409	5309	1593	12040	7001	7042
gene-b1231	U00096.3	1287538	1287622	-	85	15719	2741	1924	10638	9984	12080	11547	3141	3879	2744	1976	10190	13213	11208	11177	9342	2790	10267	13326	7859	2290	19962	10372	9477
gene-b1232	U00096.3	1287782	1288624	-	843	13563	2905	1905	6940	8834	8284	9904	2172	3316	2644	1824	3328	5824	13313	10062	7158	3309	7193	4915	5089	2543	9128	6392	11157
gene-b1233	U00096.3	1288674	1289132	-	459	3398	727	615	2100	2762	2384	2351	699	1077	774	559	1017	2186	3001	2847	1880	836	1937	1973	1362	789	3384	1876	2794
gene-b1234	U00096.3	1289245	1290150	+	906	2027	335	325	1252	1497	962	1048	196	370	272	272	392	651	1495	1540	870	294	762	662	672	609	1261	664	1274
gene-b1235	U00096.3	1290242	1291255	+	1014	2464	533	399	1548	1948	1304	1213	221	311	262	332	415	615	1974	1850	1017	343	918	556	676	619	1413	713	1776
gene-b1236	U00096.3	1291457	1292365	+	909	12530	2611	1990	6919	9396	6373	7374	2402	3664	2571	1928	3886	6187	9966	9916	6389	3179	5548	5190	4336	3188	7578	6863	9191
gene-b1237	U00096.3	1292509	1292922	-	414	31275	5816	5249	16268	21997	17031	16086	6064	8634	7029	5126	9805	16629	18915	26397	17578	7835	16818	17636	13197	9347	21021	18689	20579
gene-b1238	U00096.3	1293527	1294144	+	618	1592	344	248	835	1243	1210	1499	269	445	321	237	548	1073	1426	1417	975	374	1136	1018	832	319	1375	964	1400
gene-b1241	U00096.3	1295446	1298121	-	2676	4096	417	557	2804	3340	2165	2038	606	755	543	476	749	1380	2827	2841	1824	699	1483	1119	1469	1119	2303	2127	2650
gene-b4771	U00096.3	1298514	1298567	+	54	83	21	18	45	57	50	62	30	30	16	17	29	75	60	72	33	16	41	70	37	29	88	50	53
gene-b1242	U00096.3	1298598	1299245	+	648	402	91	71	318	346	296	291	95	112	81	89	129	289	327	417	252	103	200	240	202	143	440	279	320
gene-b4711	U00096.3	1299567	1300547	+	981	997	196	230	542	719	449	515	279	373	268	162	304	492	763	762	488	286	471	420	295	420	529	596	709
gene-b1243	U00096.3	1301182	1302813	+	1632	47638	9688	7764	23444	34267	32523	37789	5355	7369	6059	8286	9699	17944	41130	35035	26425	7917	22767	13964	21226	18764	34007	23326	34522
gene-b1244	U00096.3	1302899	1303819	+	921	10738	1822	1906	7334	9796	8940	9098	1376	2070	1597	1630	3186	5588	10017	9836	7741	1975	7380	4951	5347	4177	9026	6753	8875
gene-b1245	U00096.3	1303834	1304742	+	909	20564	3603	3377	14963	19753	13865	19897	3033	4599	3287	3407	8003	11595	18049	18839	14823	4202	15064	10431	10910	6872	14911	15965	17330
gene-b1246	U00096.3	1304754	1305767	+	1014	19795	3415	3046	14348	19819	12418	19840	2650	4015	3048	3052	7546	10450	17740	17918	13699	3754	13804	8970	10405	6618	13732	16328	16096
gene-b1247	U00096.3	1305764	1306768	+	1005	15054	2466	2550	11077	14471	8623	13247	2399	3573	2206	2569	5705	8605	12621	13340	9949	2870	9679	7294	7548	5116	10952	11866	11171
gene-b1248	U00096.3	1306821	1307150	-	330	2243	477	363	1584	1803	1440	1629	404	611	442	358	679	1333	2008	1734	992	563	1116	1205	909	501	1700	1159	1810
gene-b1249	U00096.3	1307185	1308645	-	1461	4222	859	720	2446	3522	1609	1719	666	927	728	664	812	1356	3071	2535	1368	989	1378	1284	976	1168	2008	1385	2775
gene-b4595	U00096.3	1308788	1308961	+	174	2737	547	473	2001	2411	2658	2130	514	769	502	420	1089	3384	2670	2478	1417	650	1719	4249	1518	561	5358	1914	2233
gene-b1250	U00096.3	1309016	1310269	-	1254	775	208	191	249	414	362	288	129	199	142	181	114	312	553	443	217	158	218	246	164	252	375	228	500
gene-b1251	U00096.3	1310569	1310865	-	297	835	63	104	370	649	223	101	85	105	63	73	58	133	333	366	161	90	146	137	126	167	236	101	335
gene-b1252	U00096.3	1311089	1311808	+	720	4880	89	77	2625	3740	1278	89	49	66	75	73	60	54	589	2829	290	74	344	126	224	101	380	81	1840
gene-b1253	U00096.3	1311848	1312246	-	399	1416	342	237	1446	1687	1162	1929	456	753	453	270	1046	1602	1517	1706	1292	536	1423	1396	1143	363	1560	1781	1385
gene-b1254	U00096.3	1312351	1312890	-	540	1601	219	287	1468	1603	1058	1342	312	526	303	214	684	1102	1364	1675	1371	393	1123	895	917	347	1282	1221	1229
gene-b1255	U00096.3	1312920	1313663	-	744	2274	317	316	1884	2230	1409	1777	441	676	452	269	923	1332	1763	2232	1704	553	1584	1264	1256	481	1694	1590	1659
gene-b1256	U00096.3	1314020	1314658	+	639	57	14	26	32	41	38	49	13	21	17	11	14	43	31	44	14	15	20	25	30	26	63	26	33
gene-b1257	U00096.3	1314718	1315224	-	507	540	27	20	236	386	258	306	10	38	33	16	85	118	298	499	165	19	240	113	252	31	339	123	423
gene-b1258	U00096.3	1315270	1315770	-	501	563	29	25	230	406	293	315	15	20	26	16	89	82	382	557	161	21	283	103	278	25	291	88	486
gene-b1259	U00096.3	1315856	1316035	-	180	585	44	30	287	454	338	274	30	49	34	37	92	172	338	578	251	34	234	203	300	60	513	164	471
gene-b1260	U00096.3	1316416	1317222	-	807	29907	216	253	19361	27324	10813	7026	211	343	223	179	1424	1597	22722	22550	12881	299	9515	1946	7447	525	11868	2020	20772
gene-b1261	U00096.3	1317222	1318415	-	1194	101174	864	811	56780	102812	38841	25275	650	992	704	683	3646	3326	73459	66750	30899	972	23744	3523	23042	1384	31151	6175	69986
gene-b1262	U00096.3	1318427	1319788	-	1362	110100	1335	1004	53812	108712	39827	16918	833	1285	1022	1022	1549	2104	86579	66797	20428	1447	15993	1874	15014	1743	32706	2757	76613
gene-b1263	U00096.3	1319789	1321384	-	1596	93173	514	245	38582	91760	26149	7169	223	359	307	244	629	836	65356	48929	9926	368	6953	777	7196	457	21293	974	60007
gene-b1264	U00096.3	1321384	1322946	-	1563	33715	180	42	12859	31323	6082	1195	43	79	40	24	126	159	20809	16380	2364	58	1568	189	1360	78	6205	184	20265
gene-b1265	U00096.3	1323038	1323082	-	45	8967	326	24	1054	8750	1067	134	15	22	18	11	37	59	4350	1051	131	16	107	55	173	18	1662	34	3005
gene-b1266	U00096.3	1323220	1324101	+	882	2324	588	448	1819	2057	1545	2046	586	867	713	394	916	1573	2232	2102	1519	792	1486	1458	1119	720	1895	1633	2126
gene-b1267	U00096.3	1324098	1324718	+	621	2437	634	473	1790	2000	1504	1837	530	818	632	419	824	1366	2070	2069	1473	747	1400	1205	1028	701	1674	1528	2008
gene-b1268	U00096.3	1324746	1326641	+	1896	1320	319	240	922	1063	848	917	188	350	258	206	370	769	1088	1168	712	318	707	741	494	327	1197	722	1016
gene-b1269	U00096.3	1326852	1327727	+	876	11552	1773	1114	13151	12133	12655	22150	1943	2930	2192	1139	9692	13743	12593	16879	14999	2446	18378	12474	12164	1765	12930	18076	13743
gene-b1270	U00096.3	1327767	1328357	-	591	649	96	108	575	607	535	531	131	172	154	106	229	521	593	669	477	157	432	400	280	217	705	409	519
gene-b1271	U00096.3	1328354	1329112	-	759	578	119	96	370	462	238	244	117	153	145	94	149	210	403	401	253	138	225	243	171	180	275	261	400
gene-b1272	U00096.3	1329332	1330381	+	1050	5329	1191	1067	3140	4268	2375	3022	1120	1585	1186	998	1088	2116	3675	4162	2564	1438	2167	1969	1773	1555	3470	2451	3572
gene-b1273	U00096.3	1330417	1330668	-	252	1633	502	428	949	1233	1062	1071	433	636	526	395	577	1309	1408	1270	814	566	809	1352	698	561	1745	1020	1238
gene-b1274	U00096.3	1331048	1333645	+	2598	29204	4562	3689	22240	21912	18641	26050	5095	7557	5517	3431	10654	14307	23002	31033	24475	6769	21622	12724	16710	6780	20173	19942	22420
gene-b1275	U00096.3	1333855	1334829	+	975	2591	467	459	1343	2163	1053	895	732	1132	779	429	610	1111	1868	1845	886	967	826	1035	576	736	1327	975	2001
gene-b4522	U00096.3	1335148	1335288	+	141	750	206	191	440	651	370	781	262	379	217	180	497	843	747	556	718	304	514	628	525	340	765	907	654
gene-b4523	U00096.3	1335291	1335458	+	168	691	205	208	418	548	412	931	231	386	236	188	421	1025	858	550	669	315	524	735	553	334	982	879	700
gene-b4741	U00096.3	1335572	1335667	+	96	138	35	45	93	113	86	154	57	82	36	33	78	237	129	128	155	72	121	186	93	53	264	158	113
gene-b1276	U00096.3	1335831	1338506	+	2676	9960	2337	1929	6087	9178	4954	5696	1180	1685	1387	1867	1541	2478	9277	7154	3813	1888	3845	2063	2711	3771	5390	2776	7833
gene-b1277	U00096.3	1338570	1339160	-	591	2920	604	495	1885	2289	1619	1819	560	865	652	486	812	1329	2349	2387	1555	790	1519	1172	1144	676	1834	1547	2217
gene-b1278	U00096.3	1339330	1340094	+	765	1283	259	240	839	1174	720	689	243	442	312	214	355	608	1000	1009	586	355	633	602	516	382	833	625	1057
gene-b1279	U00096.3	1340243	1340551	+	309	1426	292	294	1095	1297	859	940	265	434	300	194	383	810	1167	1269	775	364	757	741	584	459	1119	765	1125
gene-b1280	U00096.3	1340558	1341727	+	1170	3492	679	567	2500	2960	2147	2323	596	945	719	501	949	1467	2981	2943	1896	932	1865	1257	1411	845	2216	1789	2741
gene-b1281	U00096.3	1341921	1342658	+	738	4748	1113	936	4181	4715	3201	4169	2125	3502	2222	899	2637	3486	4139	5329	4097	2528	3603	3131	2790	1435	3475	4513	4476
gene-b1282	U00096.3	1342658	1342984	+	327	1973	560	439	1611	2098	1476	2136	824	1343	849	450	1003	1460	1737	2223	1746	991	1496	1431	1105	551	1761	1775	2117
gene-b1283	U00096.3	1343110	1343328	-	219	1241	700	375	651	946	1087	1169	318	532	619	316	333	1163	1505	841	526	806	860	1071	483	622	1386	628	1357
gene-b1284	U00096.3	1343597	1344346	-	750	1664	263	223	990	1215	861	835	191	271	242	215	380	679	1230	1217	780	300	725	565	518	364	957	755	1147
gene-b4596	U00096.3	1344436	1344609	-	174	333	67	66	198	266	188	154	55	65	49	56	93	235	229	239	137	57	151	185	106	108	288	160	188
gene-b4772	U00096.3	1344647	1344775	+	129	42	9	19	29	32	34	35	9	7	9	13	14	25	33	40	18	3	20	36	17	13	40	21	34
gene-b1285	U00096.3	1344757	1346742	-	1986	792	179	164	435	585	408	464	124	158	148	123	206	359	541	564	334	139	335	344	309	301	446	421	454
gene-b4672	U00096.3	1346796	1346900	+	105	44	10	13	35	27	42	26	9	10	9	8	3	36	47	41	22	7	22	35	29	14	72	12	40
gene-b1286	U00096.3	1346978	1348912	-	1935	11548	1802	1543	9535	10446	6637	7501	2874	4339	3044	1407	4311	5230	9203	11200	8158	3500	7199	4886	5249	2851	6456	7277	9848
gene-b1287	U00096.3	1348980	1350107	-	1128	486	115	137	242	477	226	194	315	448	341	83	135	306	334	362	192	421	171	264	110	225	305	234	476
gene-b1288	U00096.3	1350251	1351039	-	789	16772	2591	2277	12873	15106	9249	10048	3882	5836	3943	2128	7065	8190	12264	15682	10849	4256	10861	7869	7737	4210	8539	12022	12727
gene-b1289	U00096.3	1351407	1351760	-	354	162	37	30	170	185	131	136	27	54	25	18	68	115	123	197	136	34	130	115	113	53	193	119	133
gene-b1290	U00096.3	1351828	1352634	-	807	866	138	158	685	758	469	487	179	263	156	116	250	413	665	792	510	175	491	366	346	211	567	469	613
gene-b1291	U00096.3	1352636	1353628	-	993	1360	197	209	1039	1238	772	728	215	314	214	169	369	582	1028	1241	765	271	670	539	479	324	931	702	1016
gene-b1292	U00096.3	1353628	1354518	-	891	875	121	112	644	870	454	458	128	186	145	102	261	383	611	820	449	163	411	387	335	208	578	487	634
gene-b1293	U00096.3	1354505	1355470	-	966	756	123	97	569	776	423	366	110	181	113	88	237	298	595	663	362	139	356	295	252	213	405	405	624
gene-b1294	U00096.3	1355467	1357110	-	1644	612	94	125	369	603	317	285	77	131	92	84	140	244	386	454	282	106	235	257	222	210	328	284	420
gene-b1295	U00096.3	1357423	1357668	-	246	69	12	18	50	52	45	39	19	32	22	14	23	47	52	77	48	26	40	53	36	39	88	38	55
gene-b1296	U00096.3	1357802	1359187	-	1386	992	216	193	694	1012	507	346	124	208	149	157	140	295	833	805	347	215	397	239	268	411	623	268	794
gene-b4742	U00096.3	1359177	1359341	-	165	454	94	82	312	475	269	208	30	53	67	66	57	135	445	364	147	87	171	110	101	151	428	84	497
gene-b1297	U00096.3	1359490	1360908	-	1419	8573	2192	1489	4292	8910	4088	3997	680	978	1020	1404	805	1587	9139	5400	2515	1401	3023	1586	1819	2842	4582	1344	8861
gene-b1298	U00096.3	1361120	1361884	+	765	4018	1463	983	1981	3279	2030	1936	512	853	863	916	409	1201	4900	2416	1011	1083	1436	1043	758	1769	2728	691	3920
gene-b1299	U00096.3	1361911	1362468	+	558	2152	795	545	1327	1801	1344	1164	305	409	476	458	267	676	2586	1663	712	602	918	501	552	1038	1516	525	2100
gene-b1300	U00096.3	1362743	1364230	+	1488	4264	903	547	2726	4414	2317	2454	215	346	357	546	396	671	4601	3515	1854	528	1968	625	1208	1456	2567	591	4203
gene-b1301	U00096.3	1364232	1365512	+	1281	2590	460	313	1738	2682	1263	1561	131	232	196	274	254	406	2756	2247	1413	294	1449	347	896	925	1343	464	2548
gene-b1302	U00096.3	1365550	1366815	+	1266	2031	303	235	1310	2161	994	1356	102	177	164	200	275	371	1897	1581	1167	216	1141	380	763	622	1031	419	1896
gene-b1303	U00096.3	1366935	1367912	-	978	685	136	119	315	543	212	258	105	168	115	131	106	192	509	331	199	157	211	187	152	201	305	214	513
gene-b1304	U00096.3	1368079	1368747	+	669	1426	450	294	496	939	795	1059	327	546	477	291	494	857	1225	1077	697	541	874	827	531	406	951	858	1398
gene-b1305	U00096.3	1368801	1369025	+	225	269	64	42	122	185	128	169	53	85	78	42	80	178	216	212	127	97	132	135	92	93	162	150	228
gene-b1306	U00096.3	1369025	1369384	+	360	257	62	46	131	184	127	165	63	98	88	52	88	169	226	211	136	106	138	129	86	120	160	167	209
gene-b1307	U00096.3	1369393	1369614	+	222	150	36	32	74	105	74	85	33	44	53	37	41	86	106	113	79	56	65	75	55	66	83	89	136
gene-b1308	U00096.3	1369689	1370003	+	315	610	143	123	417	495	371	471	139	215	162	102	195	383	621	450	325	195	356	314	250	168	514	367	589
gene-b1309	U00096.3	1370216	1371895	+	1680	38	3	26	5	14	5	14	6	26	16	5	11	17	30	30	8	10	9	18	8	33	19	16	18
gene-b1310	U00096.3	1371909	1373201	+	1293	40	7	22	10	9	10	18	10	17	19	6	9	16	17	36	16	7	5	16	5	49	14	13	23
gene-b1311	U00096.3	1373222	1374103	+	882	40	13	16	19	18	15	13	9	21	16	3	13	23	28	40	18	8	17	22	15	31	15	13	16
gene-b1312	U00096.3	1374090	1374932	+	843	60	13	18	29	44	19	16	12	23	17	8	24	24	37	61	36	19	32	21	15	27	41	27	39
gene-b1313	U00096.3	1374963	1376015	+	1053	178	39	30	103	134	77	113	21	37	40	28	39	42	143	128	91	30	72	38	60	60	98	57	115
gene-b1314	U00096.3	1376034	1376822	+	789	153	24	34	80	98	67	92	18	21	28	19	41	47	110	110	72	23	68	46	47	46	78	61	84
gene-b1315	U00096.3	1376832	1377887	+	1056	195	45	52	120	148	94	118	25	35	26	29	55	65	183	148	122	34	70	60	60	68	87	84	131
gene-b1316	U00096.3	1377884	1380151	+	2268	314	54	56	143	211	114	163	37	59	54	54	70	99	252	213	138	57	110	81	91	112	148	115	173
gene-b1317	U00096.3	1380148	1380807	+	660	31	9	17	5	10	6	10	8	6	3	4	7	9	4	26	8	4	10	8	6	32	9	10	17
gene-b1319	U00096.3	1381947	1382852	+	906	32	15	20	15	20	24	27	13	21	15	10	12	30	31	41	17	10	16	43	11	25	33	18	22
gene-b1320	U00096.3	1382963	1383961	-	999	389	84	95	225	316	218	179	99	125	112	72	145	288	349	294	217	111	177	219	140	108	267	229	279
gene-b1321	U00096.3	1384117	1385514	+	1398	1833	592	482	1100	1491	648	703	200	359	299	423	231	361	1358	1170	574	363	529	297	435	767	771	383	1114
gene-b1322	U00096.3	1385511	1386572	+	1062	1377	441	333	922	1304	516	683	141	232	195	270	177	252	1074	971	551	225	468	237	390	516	633	326	870
gene-b1323	U00096.3	1386720	1388261	+	1542	4339	1224	764	2892	3699	2046	2154	838	1258	1063	813	965	1589	4074	3198	1762	1291	1685	1351	1226	1364	2165	1759	3440
gene-b1324	U00096.3	1388305	1388811	-	507	11690	1800	1824	8991	9322	5351	4345	2388	3223	2317	1451	3019	4259	6757	9544	6462	2468	4985	4155	3903	3962	6107	5354	7301
gene-b1325	U00096.3	1388930	1389895	+	966	1376	274	234	1072	1262	706	776	192	304	281	223	281	530	996	1262	688	307	524	463	416	441	883	580	937
gene-b1326	U00096.3	1389870	1390598	-	729	1156	223	217	767	1003	486	448	151	242	188	182	185	380	831	890	451	240	407	319	271	344	572	421	744
gene-b4525	U00096.3	1390680	1390862	-	183	28	6	6	28	22	31	25	4	6	8	1	11	19	25	40	22	7	16	15	13	10	41	12	23
gene-b4673	U00096.3	1390868	1390933	-	66	20	5	1	19	12	20	10	1	5	4	1	1	8	13	17	7	3	15	9	6	5	28	7	15
gene-b1327	U00096.3	1390933	1391853	-	921	128	24	45	86	82	90	90	17	39	27	17	47	69	110	130	90	16	82	49	50	66	128	79	100
gene-b1328	U00096.3	1391991	1392890	+	900	559	151	130	218	360	255	276	90	154	122	109	120	291	458	330	167	143	225	240	148	173	323	234	430
gene-b1329	U00096.3	1393227	1394840	+	1614	2423	457	375	1455	1721	1321	1512	357	494	435	344	597	997	1930	2060	1294	540	1163	841	903	624	1559	1209	1664
gene-b1330	U00096.3	1394891	1395922	-	1032	782	199	210	530	612	576	599	189	274	224	125	229	507	688	613	486	268	437	479	331	269	697	511	591
gene-b1331	U00096.3	1396112	1397092	+	981	1011	204	210	528	699	428	498	286	354	250	161	338	436	803	797	478	310	436	424	339	406	490	608	694
gene-b1332	U00096.3	1397365	1397622	+	258	9568	2218	2033	5196	8442	6908	6300	1942	3020	2070	1675	2743	7892	8699	6423	3163	2601	4552	8537	3431	2244	11145	4769	7635
gene-b1333	U00096.3	1397672	1398622	-	951	8561	2058	1666	4271	5772	3198	3312	1194	1844	1424	1539	1259	2295	6555	4757	2693	1849	2332	2035	1760	2356	3898	2297	5509
gene-b1334	U00096.3	1398774	1399526	-	753	10715	1848	1648	8615	8662	6762	7149	2229	3273	2281	1431	3727	5661	8830	10268	7460	2864	6661	4813	4703	2764	7838	6395	7935
gene-b1335	U00096.3	1399721	1400236	-	516	258	28	44	129	207	99	107	42	65	53	33	64	123	154	169	118	53	80	102	74	82	145	129	164
gene-b1336	U00096.3	1400247	1401773	-	1527	139	29	48	56	87	82	39	14	34	38	21	25	74	85	93	44	32	33	77	40	68	94	60	75
gene-b1337	U00096.3	1401810	1403255	-	1446	164	28	44	108	112	50	50	17	46	32	21	36	41	92	97	66	24	46	60	38	63	76	55	78
gene-b1338	U00096.3	1403255	1404565	-	1311	134	18	36	89	95	35	48	25	27	33	18	34	45	93	98	65	24	31	37	34	81	65	46	66
gene-b1339	U00096.3	1404741	1405649	+	909	730	45	59	361	488	167	305	73	100	59	42	134	240	512	386	276	93	155	161	170	122	386	265	303
gene-b4426	U00096.3	1405658	1405751	-	94	104	10	26	48	110	51	41	10	19	15	17	38	53	59	69	32	14	35	41	34	24	85	30	49
gene-b1340	U00096.3	1405979	1406542	+	564	730	119	126	552	578	359	500	144	186	161	83	211	366	509	596	447	170	332	331	309	196	571	438	479
gene-b1341	U00096.3	1406563	1407795	-	1233	568	115	100	353	485	285	262	61	81	87	89	95	167	438	382	254	96	166	178	193	232	354	202	389
gene-b4773	U00096.3	1407989	1408036	+	48	85	21	15	35	72	35	26	12	15	7	9	8	40	50	40	19	5	26	38	19	23	49	20	40
gene-b1342	U00096.3	1408050	1409033	+	984	1033	183	195	441	945	341	264	122	182	142	174	129	270	702	517	228	187	247	262	222	359	443	278	586
gene-b4699	U00096.3	1409129	1409250	+	122	839	64	44	275	1028	397	224	60	72	39	35	170	210	602	278	151	52	238	239	147	57	642	133	483
gene-b4743	U00096.3	1409308	1409481	+	174	178	44	33	88	106	73	70	25	23	23	16	31	51	199	87	59	22	45	54	39	45	148	60	139
gene-b1343	U00096.3	1409511	1410884	+	1374	2465	383	306	2367	2290	1821	2851	411	678	545	288	1108	1712	2346	2816	2399	573	2180	1392	1575	545	2143	2057	2068
gene-b1344	U00096.3	1411013	1411948	-	936	3757	827	531	3222	3116	3533	5619	978	1543	1184	530	2337	3617	3795	4634	4184	1209	4474	3066	2946	784	3805	4482	3984
gene-b1345	U00096.3	1412000	1413235	-	1236	756	164	122	643	617	871	1193	186	267	226	118	420	941	787	932	773	233	853	1060	649	168	1364	745	878
