# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR17196399_sorted.bam" "SRR17196386_sorted.bam" "SRR17196390_sorted.bam" "SRR17196395_sorted.bam" "SRR17196401_sorted.bam" "SRR17196404_sorted.bam" "SRR17196406_sorted.bam" "SRR17196396_sorted.bam" "SRR17196393_sorted.bam" "SRR17196391_sorted.bam" "SRR17196389_sorted.bam" "SRR17196398_sorted.bam" "SRR17196400_sorted.bam" "SRR17196405_sorted.bam" "SRR17196397_sorted.bam" "SRR17196402_sorted.bam" "SRR17196388_sorted.bam" "SRR17196387_sorted.bam" "SRR17196392_sorted.bam" "SRR17196403_sorted.bam" "SRR17196394_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR17196399_sorted.bam	SRR17196386_sorted.bam	SRR17196390_sorted.bam	SRR17196395_sorted.bam	SRR17196401_sorted.bam	SRR17196404_sorted.bam	SRR17196406_sorted.bam	SRR17196396_sorted.bam	SRR17196393_sorted.bam	SRR17196391_sorted.bam	SRR17196389_sorted.bam	SRR17196398_sorted.bam	SRR17196400_sorted.bam	SRR17196405_sorted.bam	SRR17196397_sorted.bam	SRR17196402_sorted.bam	SRR17196388_sorted.bam	SRR17196387_sorted.bam	SRR17196392_sorted.bam	SRR17196403_sorted.bam	SRR17196394_sorted.bam
gene-NWMN_RS05495	NC_009641.1	1090462	1091373	+	912	1808	2245	2408	1626	576	540	199	1482	1448	1519	1610	749	336	467	993	471	2008	1926	2178	300	1658
gene-NWMN_RS05500	NC_009641.1	1091398	1091859	+	462	1044	1033	1260	767	307	307	114	786	842	785	778	378	206	199	530	251	1028	923	1148	174	880
gene-NWMN_RS05510	NC_009641.1	1092186	1093223	+	1038	361	619	593	228	151	118	37	272	373	351	476	138	93	118	180	134	465	472	499	92	342
gene-NWMN_RS05515	NC_009641.1	1093239	1093673	+	435	149	238	276	116	81	70	31	146	197	174	220	79	43	60	84	64	232	245	185	58	149
gene-NWMN_RS05520	NC_009641.1	1093736	1094662	-	927	191	483	386	208	97	114	45	181	267	240	357	123	70	86	126	68	345	335	315	89	290
gene-NWMN_RS05525	NC_009641.1	1094901	1095155	+	255	83	192	147	99	46	37	8	79	91	140	137	44	24	32	57	39	174	146	153	15	120
gene-NWMN_RS05530	NC_009641.1	1095158	1095547	-	390	149	305	245	113	66	52	20	115	190	203	192	71	44	28	79	50	246	225	294	33	183
gene-NWMN_RS05535	NC_009641.1	1095617	1096159	+	543	244	372	402	197	114	106	48	188	277	304	326	90	82	93	140	71	371	361	403	69	285
gene-NWMN_RS05540	NC_009641.1	1096161	1096643	+	483	302	536	487	282	192	169	55	250	368	364	454	134	117	142	190	103	465	449	505	93	461
gene-NWMN_RS05545	NC_009641.1	1096705	1097844	-	1140	279	462	441	213	173	158	35	273	352	317	391	94	86	84	160	104	352	483	409	72	293
gene-NWMN_RS05550	NC_009641.1	1097971	1098528	+	558	4190	11306	9616	5925	3595	4050	1240	6305	7925	6848	10901	2679	1958	2421	4019	1996	9649	7978	10641	2313	8424
gene-NWMN_RS05560	NC_009641.1	1098608	1098781	+	174	1989	4320	3288	2304	1396	1444	433	2248	2900	2317	3703	1264	859	839	1617	841	3192	2896	4758	889	3004
gene-NWMN_RS05565	NC_009641.1	1098898	1100283	-	1386	128	86	117	133	95	91	44	113	116	120	107	90	58	60	85	87	154	63	173	64	129
gene-NWMN_RS05570	NC_009641.1	1100392	1100571	+	180	114	92	64	61	37	21	13	49	70	54	71	46	24	26	48	28	72	58	129	32	79
gene-NWMN_RS05575	NC_009641.1	1100551	1101483	-	933	448	403	371	333	182	169	72	246	307	269	291	242	132	142	212	149	351	253	466	115	305
gene-NWMN_RS05580	NC_009641.1	1101519	1102238	-	720	310	241	290	305	140	146	74	219	224	254	260	176	124	92	205	112	363	175	349	113	270
gene-NWMN_RS05585	NC_009641.1	1102380	1102598	+	219	9	53	27	28	47	39	12	14	14	31	24	16	15	13	27	6	49	15	41	17	40
gene-NWMN_RS05590	NC_009641.1	1102614	1103402	+	789	40	85	120	92	120	134	62	70	63	131	116	58	65	28	102	38	178	65	133	64	99
gene-NWMN_RS05595	NC_009641.1	1103419	1103613	+	195	22	51	43	31	36	32	15	24	25	38	32	16	18	8	31	8	48	30	37	18	26
gene-NWMN_RS05600	NC_009641.1	1103817	1104047	-	231	429	865	573	316	234	168	54	255	463	353	524	205	137	113	264	138	373	551	860	134	406
gene-NWMN_RS05605	NC_009641.1	1104227	1104388	+	162	71	180	174	94	98	72	29	74	84	109	166	60	40	40	75	41	124	136	155	51	125
gene-NWMN_RS05610	NC_009641.1	1104478	1104795	+	318	15	16	14	18	19	29	11	6	16	21	17	12	16	7	17	7	31	5	35	11	23
gene-NWMN_RS05615	NC_009641.1	1104800	1105060	+	261	5	19	14	20	20	31	11	11	15	25	18	15	11	9	23	9	36	5	33	8	24
gene-NWMN_RS05620	NC_009641.1	1105075	1105554	+	480	6	19	17	25	25	35	8	14	14	32	12	14	17	9	19	9	38	7	18	14	28
gene-NWMN_RS05625	NC_009641.1	1105554	1106327	+	774	10	36	30	39	48	81	30	41	22	56	50	27	37	18	59	17	74	16	46	29	55
gene-NWMN_RS05630	NC_009641.1	1106357	1106908	+	552	15	39	27	29	34	32	17	13	21	35	43	26	28	12	39	10	68	12	46	30	38
gene-NWMN_RS05635	NC_009641.1	1106921	1107592	+	672	27	61	46	48	40	58	32	30	30	56	55	42	37	16	64	21	78	32	60	41	65
gene-NWMN_RS05640	NC_009641.1	1107698	1108555	-	858	1321	2078	1562	955	408	371	136	833	1185	919	1359	516	340	347	667	390	1095	1454	1770	288	1145
gene-NWMN_RS05645	NC_009641.1	1108620	1109390	+	771	26	34	15	29	50	43	28	16	22	50	40	29	46	14	60	11	68	15	40	35	51
gene-NWMN_RS05650	NC_009641.1	1109400	1110179	+	780	25	21	28	48	56	73	34	24	33	70	54	35	44	18	56	26	98	12	43	49	59
gene-NWMN_RS05655	NC_009641.1	1110173	1110331	+	159	4	7	2	10	13	13	5	4	7	11	14	9	7	3	13	6	26	4	9	13	19
gene-NWMN_RS05660	NC_009641.1	1110344	1110565	+	222	5	6	3	12	15	17	7	10	9	13	13	8	11	9	20	4	21	3	18	9	24
gene-NWMN_RS05665	NC_009641.1	1110575	1110982	+	408	17	8	13	13	15	22	10	8	9	32	18	16	23	8	34	7	35	6	20	20	28
gene-NWMN_RS05670	NC_009641.1	1110982	1111167	+	186	5	5	7	10	14	19	5	8	9	17	8	12	15	7	16	6	24	0	14	16	15
gene-NWMN_RS05675	NC_009641.1	1111168	1111527	+	360	8	9	27	26	22	35	15	18	12	37	23	9	17	8	29	11	51	9	16	21	37
gene-NWMN_RS05680	NC_009641.1	1111527	1111781	+	255	9	9	13	14	22	31	11	13	5	16	19	12	15	10	28	16	42	5	16	10	35
gene-NWMN_RS05685	NC_009641.1	1111781	1112029	+	249	9	15	10	18	25	29	11	9	11	18	21	13	19	13	25	11	37	3	16	14	28
gene-NWMN_RS05690	NC_009641.1	1112044	1112445	+	402	12	15	22	24	37	46	15	12	19	35	23	17	26	11	36	14	45	7	37	15	33
gene-NWMN_RS15965	NC_009641.1	1112442	1112636	+	195	5	7	8	14	18	17	13	5	6	12	11	8	9	4	16	9	18	2	13	8	17
gene-NWMN_RS05700	NC_009641.1	1112633	1113082	+	450	15	19	17	27	44	47	16	20	16	48	29	24	30	11	45	8	60	1	25	28	50
gene-NWMN_RS05705	NC_009641.1	1113079	1113363	+	285	12	8	10	20	47	46	8	16	8	25	31	14	22	10	25	12	41	4	16	18	28
gene-NWMN_RS05710	NC_009641.1	1113356	1113604	+	249	7	7	13	19	26	27	13	13	8	32	19	17	20	15	32	10	42	5	29	14	30
gene-NWMN_RS05715	NC_009641.1	1113597	1114133	+	537	21	15	25	33	48	47	13	19	15	45	31	20	31	15	42	15	85	7	42	26	37
gene-NWMN_RS05720	NC_009641.1	1114170	1114358	+	189	10	3	18	26	25	43	17	14	10	32	24	10	22	14	31	11	50	6	20	17	25
gene-NWMN_RS05725	NC_009641.1	1114333	1114533	+	201	5	5	18	14	21	34	14	13	9	24	14	14	19	9	27	6	31	9	19	20	26
gene-NWMN_RS05730	NC_009641.1	1114536	1114709	+	174	6	7	16	7	17	20	5	8	9	14	15	7	11	5	16	7	23	6	23	15	11
gene-NWMN_RS05735	NC_009641.1	1114710	1114856	+	147	6	13	15	16	20	37	8	7	11	22	18	14	7	9	18	14	35	10	18	17	25
gene-NWMN_RS05740	NC_009641.1	1114880	1115302	+	423	13	26	31	39	49	44	11	12	22	36	41	27	29	24	29	18	61	12	53	22	52
gene-NWMN_RS05745	NC_009641.1	1115489	1115929	+	441	15	18	21	21	23	21	12	12	12	25	26	11	14	8	30	10	47	9	25	9	19
gene-NWMN_RS05750	NC_009641.1	1115916	1117193	+	1278	23	20	36	26	27	29	15	19	26	42	39	9	18	11	28	11	87	24	38	20	32
gene-NWMN_RS05755	NC_009641.1	1117204	1118739	+	1536	17	31	37	42	37	43	11	28	24	62	45	23	18	11	52	22	84	13	46	23	56
gene-NWMN_RS05760	NC_009641.1	1118746	1119741	+	996	23	22	25	14	36	18	11	19	17	35	32	16	18	11	31	10	51	11	30	17	30
gene-NWMN_RS05765	NC_009641.1	1119814	1119984	+	171	7	14	7	9	3	7	4	3	5	17	8	6	8	5	8	9	24	3	10	7	8
gene-NWMN_RS05770	NC_009641.1	1120119	1120733	+	615	32	66	73	78	86	73	35	41	44	126	80	33	55	35	108	24	175	27	86	60	106
gene-NWMN_RS05775	NC_009641.1	1120747	1121721	+	975	34	55	63	73	64	83	32	42	58	134	77	29	47	25	92	25	164	34	84	56	99
gene-NWMN_RS05780	NC_009641.1	1121743	1122030	+	288	12	17	18	19	19	20	8	11	15	33	20	10	18	10	22	6	35	10	21	10	28
gene-NWMN_RS05785	NC_009641.1	1122039	1122371	+	333	7	17	19	21	26	30	12	15	17	42	24	13	18	4	31	9	41	13	26	23	29
gene-NWMN_RS05790	NC_009641.1	1122368	1122670	+	303	17	17	24	13	31	26	5	12	18	33	26	11	19	11	39	7	51	12	27	18	29
gene-NWMN_RS05795	NC_009641.1	1122670	1123017	+	348	15	16	23	25	25	44	18	12	21	36	30	10	18	11	27	11	67	5	29	16	39
gene-NWMN_RS05800	NC_009641.1	1123029	1123412	+	384	6	10	14	22	8	20	10	12	10	23	13	4	17	5	17	5	38	6	29	16	26
gene-NWMN_RS05805	NC_009641.1	1123431	1124012	+	582	20	22	30	40	22	12	6	25	16	39	38	12	17	9	25	7	46	21	43	14	35
gene-NWMN_RS05810	NC_009641.1	1124075	1124440	+	366	2	7	9	7	4	3	0	2	6	3	7	3	2	4	13	0	15	1	4	0	6
gene-NWMN_RS05815	NC_009641.1	1124470	1124814	+	345	7	6	7	15	6	7	0	5	4	11	7	5	6	3	13	6	21	3	8	5	11
gene-NWMN_RS05820	NC_009641.1	1124831	1128295	+	3465	75	91	103	83	59	59	39	49	74	115	93	61	60	26	109	43	175	71	85	64	112
gene-NWMN_RS05825	NC_009641.1	1128308	1129255	+	948	14	15	16	15	11	14	7	12	16	18	18	3	11	2	20	7	25	12	21	14	24
gene-NWMN_RS05830	NC_009641.1	1129264	1131165	+	1902	24	22	33	34	32	46	32	33	33	65	45	24	35	5	59	20	70	13	47	34	58
gene-NWMN_RS05835	NC_009641.1	1131180	1133090	+	1911	34	52	66	77	71	71	57	34	50	102	61	40	58	37	95	34	141	33	59	68	101
gene-NWMN_RS05840	NC_009641.1	1133090	1134913	+	1824	21	28	34	44	43	51	34	16	26	81	39	28	35	16	62	17	81	14	43	47	69
gene-NWMN_RS05845	NC_009641.1	1134913	1135290	+	378	5	7	9	8	9	17	10	6	4	20	20	8	11	10	25	6	17	2	15	13	17
gene-NWMN_RS05850	NC_009641.1	1135294	1135467	+	174	4	3	4	6	7	8	9	7	8	13	8	8	7	4	15	3	9	0	6	10	17
gene-NWMN_RS05855	NC_009641.1	1135508	1135807	+	300	7	5	8	7	14	11	5	1	7	12	12	2	10	2	15	8	23	2	6	10	11
gene-NWMN_RS05860	NC_009641.1	1135944	1137842	+	1899	9	4	11	10	24	24	21	11	11	27	13	9	10	7	40	11	37	9	19	15	33
gene-NWMN_RS05865	NC_009641.1	1137855	1139027	+	1173	19	5	18	19	33	28	22	15	17	44	22	12	21	13	33	9	42	14	29	30	39
gene-NWMN_RS05870	NC_009641.1	1139033	1139428	+	396	9	12	4	11	14	17	5	3	9	13	12	2	11	4	14	5	19	12	23	9	14
gene-NWMN_RS05875	NC_009641.1	1139484	1139921	+	438	4	4	7	5	5	8	6	2	7	6	6	3	1	1	7	4	12	3	9	5	14
gene-NWMN_RS05880	NC_009641.1	1139902	1141347	+	1446	98	62	53	85	76	78	40	21	30	94	65	64	77	41	110	53	77	81	29	85	75
gene-NWMN_RS05885	NC_009641.1	1142080	1144017	-	1938	59	131	106	69	91	90	21	48	85	84	91	50	46	67	57	53	111	101	90	54	81
gene-NWMN_RS05890	NC_009641.1	1144220	1145272	-	1053	84	185	149	168	73	81	22	139	125	172	254	78	30	33	112	24	295	90	271	26	148
gene-NWMN_RS05895	NC_009641.1	1145481	1146164	+	684	16	52	20	29	28	7	4	23	27	34	44	15	7	14	10	6	58	20	49	9	25
gene-NWMN_RS05900	NC_009641.1	1146164	1147240	+	1077	25	39	27	29	25	21	9	31	25	35	41	18	10	7	20	12	60	14	66	11	32
gene-NWMN_RS05905	NC_009641.1	1147237	1148115	+	879	25	41	32	39	23	15	12	34	40	49	52	19	10	15	23	15	65	17	55	8	41
gene-NWMN_RS05910	NC_009641.1	1148128	1149093	+	966	24	52	33	31	25	26	9	38	31	35	66	25	14	13	27	17	71	26	43	8	43
gene-NWMN_RS05915	NC_009641.1	1149155	1149889	+	735	12	31	24	15	14	14	6	19	16	21	23	13	4	9	11	6	52	14	37	4	32
gene-NWMN_RS05920	NC_009641.1	1149908	1150231	+	324	25	52	35	17	11	17	5	12	26	26	30	5	7	13	13	9	41	12	39	3	27
gene-NWMN_RS05925	NC_009641.1	1150268	1150375	+	108	4	7	4	7	1	1	0	3	5	4	5	1	2	1	4	2	7	4	6	0	1
gene-NWMN_RS05930	NC_009641.1	1150615	1151355	+	741	202	343	368	241	80	85	32	248	282	270	375	107	56	58	131	88	288	323	385	30	219
gene-NWMN_RS05935	NC_009641.1	1151736	1152794	+	1059	422	577	759	575	209	210	97	693	747	631	728	259	186	174	409	191	852	452	817	144	647
gene-NWMN_RS05940	NC_009641.1	1152794	1155196	+	2403	1401	1769	2200	1796	629	657	305	2138	1907	1826	2030	812	529	467	1292	602	2433	1465	2276	463	1966
gene-NWMN_RS05945	NC_009641.1	1155367	1156305	-	939	125	226	184	116	56	48	17	106	143	135	191	51	37	43	58	39	159	219	203	37	164
gene-NWMN_RS05955	NC_009641.1	1156942	1157463	+	522	283	436	318	193	124	88	27	175	213	237	310	118	86	84	127	93	299	335	384	98	258
gene-NWMN_RS05960	NC_009641.1	1157536	1159248	+	1713	311	341	525	300	201	200	90	387	471	464	453	180	150	158	260	178	646	266	474	147	448
gene-NWMN_RS05965	NC_009641.1	1159258	1161606	+	2349	418	440	815	482	349	369	182	703	713	795	682	259	287	283	451	271	1036	264	815	280	764
gene-NWMN_RS05970	NC_009641.1	1161779	1162093	+	315	1214	3321	2364	1220	904	561	237	1032	1453	1282	2428	702	550	494	1010	638	1596	2117	2744	594	1472
gene-NWMN_RS05975	NC_009641.1	1162156	1162251	-	96	10	12	21	8	9	5	6	10	19	16	13	1	3	8	5	5	20	12	21	10	18
gene-NWMN_RS05980	NC_009641.1	1162417	1164198	+	1782	326	205	341	244	182	173	101	237	281	346	283	147	165	139	323	149	440	158	286	174	292
gene-NWMN_RS05985	NC_009641.1	1164522	1165136	+	615	878	793	1054	770	242	233	162	894	835	711	702	373	309	153	705	259	962	622	1018	268	838
gene-NWMN_RS05990	NC_009641.1	1165188	1166954	+	1767	3225	1592	3525	3437	912	831	805	4187	3035	2975	2542	1619	1517	631	3207	1295	4391	1577	3203	1032	3058
gene-NWMN_RS05995	NC_009641.1	1166954	1167769	+	816	2589	1551	2567	2690	762	641	558	2495	2080	2037	1801	1550	1006	499	2016	1039	2620	1775	2170	864	1970
gene-NWMN_RS06000	NC_009641.1	1168005	1168805	+	801	212	289	559	242	170	162	92	249	341	511	478	168	134	140	234	176	608	267	315	144	326
gene-NWMN_RS06005	NC_009641.1	1168817	1169404	+	588	207	351	562	190	156	136	82	199	349	401	411	113	114	153	158	121	456	341	309	116	307
gene-NWMN_RS06010	NC_009641.1	1169397	1169900	+	504	201	407	450	158	123	129	62	185	336	292	364	90	87	115	148	102	362	339	307	120	267
gene-NWMN_RS06015	NC_009641.1	1170028	1170195	+	168	1	4	4	3	0	0	0	0	2	2	1	0	0	5	0	1	5	1	3	0	2
gene-NWMN_RS06020	NC_009641.1	1170389	1170718	+	330	6041	15230	9469	5365	3039	2931	759	4566	7051	4650	8591	2564	1056	2408	2482	2076	6135	8755	11525	1506	5488
gene-NWMN_RS06025	NC_009641.1	1171035	1171127	-	93	657	2300	1105	800	317	206	135	434	756	756	1269	453	177	176	461	227	1071	1301	1508	223	774
gene-NWMN_RS06030	NC_009641.1	1171087	1171488	-	402	2338	7754	3973	2438	1153	748	414	1548	2685	2444	4427	1449	632	616	1578	787	3743	4753	4692	726	2605
gene-NWMN_RS06035	NC_009641.1	1172160	1172666	+	507	250	483	290	152	143	97	46	106	188	143	225	105	66	74	96	97	214	239	285	77	199
gene-NWMN_RS06040	NC_009641.1	1172925	1173422	+	498	4455	7346	8882	5289	3472	3253	1201	4466	5674	5765	7911	3376	1884	2776	3743	3061	9452	6336	7564	2173	4895
gene-NWMN_RS06045	NC_009641.1	1173576	1173926	+	351	4702	8836	8621	5409	3608	3313	1178	4257	5541	5896	8321	3189	1918	2968	3722	3012	9969	6615	7393	2321	5376
gene-NWMN_RS06065	NC_009641.1	1174748	1174933	-	186	194	149	141	103	81	36	10	68	83	101	94	74	31	40	66	43	105	125	152	27	108
gene-NWMN_RS06075	NC_009641.1	1175555	1175788	-	234	336	376	285	238	116	74	37	144	174	176	220	138	48	66	133	90	203	262	335	55	248
gene-NWMN_RS06080	NC_009641.1	1176265	1177224	-	960	654	413	363	525	415	374	130	399	322	316	405	300	180	267	316	278	513	314	677	189	473
gene-NWMN_RS06085	NC_009641.1	1177897	1178043	+	147	10	28	12	10	7	5	0	7	6	12	8	4	3	6	3	8	6	7	17	4	5
gene-NWMN_RS06090	NC_009641.1	1178000	1178224	+	225	65	83	53	44	42	26	11	34	43	38	49	38	16	30	35	33	42	73	98	22	65
gene-NWMN_RS16025	NC_009641.1	1178481	1178612	+	132	9	26	20	28	29	12	6	7	12	19	21	8	14	7	22	15	43	23	22	17	26
gene-NWMN_RS06095	NC_009641.1	1178781	1179497	-	717	91	105	70	58	86	64	41	24	35	87	55	61	51	66	80	68	167	60	56	50	92
gene-NWMN_RS06100	NC_009641.1	1179605	1180330	-	726	72	65	32	56	71	62	40	30	32	67	44	45	43	39	46	85	139	31	59	43	60
gene-NWMN_RS06105	NC_009641.1	1180425	1181150	-	726	80	62	39	60	72	57	34	27	25	65	45	62	56	52	72	61	135	36	62	60	80
gene-NWMN_RS06110	NC_009641.1	1181588	1182589	+	1002	40	14	20	13	26	14	5	8	9	12	7	18	11	15	22	37	13	5	6	14	8
gene-NWMN_RS06115	NC_009641.1	1182612	1183544	+	933	64	37	31	19	39	29	11	15	21	20	25	17	15	25	29	57	29	17	27	18	22
gene-NWMN_RS06120	NC_009641.1	1183716	1185272	+	1557	330	125	99	98	93	86	37	74	72	100	89	90	91	66	108	82	107	84	72	51	84
gene-NWMN_RS06125	NC_009641.1	1185580	1185807	+	228	130	228	141	101	48	29	15	71	104	105	140	45	37	42	85	40	119	123	173	30	148
gene-NWMN_RS06130	NC_009641.1	1186112	1187059	-	948	265	150	195	113	72	60	15	120	122	128	107	81	29	46	94	84	156	169	155	26	146
gene-NWMN_RS06135	NC_009641.1	1187308	1187496	+	189	43	73	57	59	11	21	5	48	41	45	57	23	8	14	16	16	62	57	85	6	49
gene-NWMN_RS06140	NC_009641.1	1187971	1188044	-	74	141	219	264	255	40	51	87	237	186	202	271	158	96	62	121	71	249	384	333	99	215
gene-NWMN_RS06145	NC_009641.1	1188408	1188542	+	135	160	251	198	122	41	27	17	95	117	158	167	60	59	27	119	38	240	152	206	47	163
gene-NWMN_RS06150	NC_009641.1	1188599	1188733	+	135	188	290	205	175	41	40	41	146	161	214	254	94	90	37	144	50	286	226	300	74	245
gene-NWMN_RS06155	NC_009641.1	1188857	1189552	+	696	92	308	238	90	62	39	19	105	177	156	174	39	42	37	83	34	167	240	251	44	129
gene-NWMN_RS06160	NC_009641.1	1189661	1190101	-	441	409	589	444	233	186	116	54	183	315	273	372	139	111	90	177	165	326	506	359	107	283
gene-NWMN_RS06165	NC_009641.1	1190296	1191909	+	1614	396	779	749	369	346	305	154	368	552	606	749	230	219	248	345	228	837	640	675	245	599
gene-NWMN_RS06170	NC_009641.1	1192053	1192484	+	432	1658	3780	4854	2027	793	748	244	1971	2547	2227	3250	1043	507	614	1209	773	3000	5036	2726	494	1913
gene-NWMN_RS06175	NC_009641.1	1192500	1193435	+	936	1597	2281	4079	1748	849	802	221	2420	2345	2278	2927	945	500	724	1332	872	3029	2659	2438	437	1719
gene-NWMN_RS06180	NC_009641.1	1193449	1193850	+	402	875	1335	1815	851	455	393	115	1071	1104	978	1367	531	271	381	635	435	1428	1183	1367	254	960
gene-NWMN_RS06185	NC_009641.1	1193831	1196065	+	2235	1666	2308	3364	1718	998	987	329	2264	2462	2141	2788	898	667	813	1266	863	3083	1793	2771	618	2079
gene-NWMN_RS06190	NC_009641.1	1196357	1197322	+	966	675	624	615	456	233	196	70	565	619	555	635	250	179	183	373	228	652	434	667	124	561
gene-NWMN_RS06195	NC_009641.1	1197324	1198673	+	1350	934	685	973	700	330	322	134	868	902	843	769	357	278	291	639	297	1082	452	995	214	868
gene-NWMN_RS06200	NC_009641.1	1198689	1200008	+	1320	717	472	914	643	393	374	160	896	939	924	738	356	324	320	632	377	1094	280	999	257	894
gene-NWMN_RS06205	NC_009641.1	1200114	1201526	+	1413	2750	2494	4877	3390	1623	1597	725	4249	4084	4450	3896	1624	1351	1424	2999	1584	5957	1624	4619	1190	4255
gene-NWMN_RS06210	NC_009641.1	1201559	1202731	+	1173	4531	5181	8611	6610	3012	2837	1511	7691	6788	7686	8072	3373	2672	2382	5462	3017	10050	4545	7765	2240	7132
gene-NWMN_RS06215	NC_009641.1	1202991	1203782	+	792	93	141	154	116	84	57	25	103	145	144	161	62	51	56	110	62	208	80	142	53	130
gene-NWMN_RS06220	NC_009641.1	1203806	1204474	+	669	566	978	1757	853	524	540	205	953	1193	1357	1533	427	322	394	697	391	1933	897	1214	352	1162
gene-NWMN_RS06225	NC_009641.1	1204471	1205034	+	564	652	1040	2017	918	560	587	231	1065	1448	1442	1615	394	384	398	728	449	2010	937	1524	351	1098
gene-NWMN_RS06230	NC_009641.1	1205046	1205336	+	291	374	573	850	346	227	205	82	376	611	596	578	191	148	137	339	175	746	430	736	131	503
gene-NWMN_RS06235	NC_009641.1	1205446	1206225	+	780	270	536	770	342	262	308	73	390	558	508	605	193	139	179	240	167	669	450	614	142	487
gene-NWMN_RS06240	NC_009641.1	1206249	1206866	+	618	763	1631	2072	1048	717	783	257	1109	1303	1395	1744	599	438	458	740	475	1777	1259	1711	440	1213
gene-NWMN_RS06245	NC_009641.1	1207087	1209840	+	2754	1683	2740	3686	2522	787	840	380	3150	3099	2835	3254	1100	705	727	1827	789	3595	1876	3052	630	2886
gene-NWMN_RS06250	NC_009641.1	1210130	1210927	+	798	153	455	374	158	112	81	25	158	220	191	291	96	55	66	103	77	236	342	267	56	208
gene-NWMN_RS06260	NC_009641.1	1211751	1212242	+	492	231	493	490	184	92	82	50	241	404	252	334	70	52	65	122	78	348	388	467	51	305
gene-NWMN_RS06265	NC_009641.1	1212242	1213159	+	918	661	1282	1294	632	372	286	111	794	1130	784	1074	281	206	229	394	254	1018	1265	1187	178	963
gene-NWMN_RS06270	NC_009641.1	1213559	1214086	+	528	611	2677	3535	1005	479	410	106	724	2135	1072	1860	728	235	283	261	309	1528	3528	1406	239	976
gene-NWMN_RS06275	NC_009641.1	1214304	1215611	+	1308	353	1504	4293	786	669	514	161	844	3249	768	1277	722	282	271	321	332	1010	3974	784	238	624
gene-NWMN_RS06280	NC_009641.1	1215639	1216520	+	882	278	786	2707	431	388	397	124	860	2738	484	657	307	182	202	283	176	581	1605	610	221	489
gene-NWMN_RS06285	NC_009641.1	1216538	1217812	+	1275	336	890	4139	719	661	775	256	2532	4714	828	1193	476	380	297	595	343	1057	1813	1004	342	947
gene-NWMN_RS06290	NC_009641.1	1217814	1218914	+	1101	361	623	3579	572	568	631	198	2540	3898	686	936	477	313	245	549	248	758	998	955	352	959
gene-NWMN_RS06295	NC_009641.1	1218907	1222080	+	3174	1743	1395	8762	2163	2056	2171	766	10302	10996	2179	2607	1402	1045	836	1919	1032	2442	1550	3164	1076	2844
gene-NWMN_RS06300	NC_009641.1	1222190	1222882	+	693	430	262	1206	488	445	475	163	2516	1983	443	433	298	236	137	415	194	508	207	734	246	516
gene-NWMN_RS06305	NC_009641.1	1222882	1223493	+	612	659	314	1044	495	438	447	148	2154	1948	412	423	301	241	158	417	196	552	219	795	197	486
gene-NWMN_RS06310	NC_009641.1	1223523	1223735	+	213	397	219	422	191	180	182	76	929	926	189	212	131	104	90	211	97	210	141	455	102	232
gene-NWMN_RS06315	NC_009641.1	1224172	1224573	+	402	165	306	234	134	73	86	27	211	211	149	230	82	48	61	97	57	172	280	217	60	153
gene-NWMN_RS06320	NC_009641.1	1224836	1226533	-	1698	352	699	910	378	229	189	94	371	595	572	697	206	133	189	273	228	698	727	596	131	481
gene-NWMN_RS06325	NC_009641.1	1226808	1227431	+	624	865	1029	1754	1173	524	566	184	1306	1282	1631	1785	487	355	417	753	437	2124	1021	1870	286	1404
gene-NWMN_RS06330	NC_009641.1	1227431	1227649	+	219	434	724	803	528	223	235	74	542	626	674	822	226	174	156	309	186	840	531	1076	122	562
gene-NWMN_RS06335	NC_009641.1	1227865	1229064	+	1200	176	160	290	187	107	102	45	187	191	302	229	119	87	96	115	109	310	146	272	67	222
gene-NWMN_RS06340	NC_009641.1	1229064	1231472	+	2409	398	371	889	482	294	259	145	588	608	728	611	224	232	224	395	250	964	321	662	199	644
gene-NWMN_RS06345	NC_009641.1	1231978	1232931	+	954	53	58	97	41	22	16	15	42	60	49	69	25	11	14	26	14	52	68	74	20	45
gene-NWMN_RS06350	NC_009641.1	1233094	1233297	-	204	2568	1281	1152	705	796	361	258	407	713	703	671	588	575	500	843	987	726	1299	998	658	703
gene-NWMN_RS06355	NC_009641.1	1233596	1234084	+	489	117	147	178	159	77	90	26	187	175	214	226	105	61	69	97	81	260	119	243	54	213
gene-NWMN_RS06360	NC_009641.1	1234077	1235012	+	936	254	292	499	336	209	211	74	442	446	513	425	173	116	182	245	176	669	171	500	136	465
gene-NWMN_RS06365	NC_009641.1	1235009	1236316	+	1308	382	585	986	595	335	370	150	797	881	912	885	272	235	311	478	257	1219	382	886	230	800
gene-NWMN_RS06370	NC_009641.1	1236319	1237413	+	1095	355	600	991	586	302	368	155	864	907	918	946	286	246	258	494	222	1237	390	913	268	844
gene-NWMN_RS06375	NC_009641.1	1237420	1238163	+	744	277	491	717	394	237	255	118	579	683	631	702	198	173	200	378	163	912	247	737	182	635
