# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR3110979_sorted.bam" "SRR3110978_sorted.bam" "SRR3110971_sorted.bam" "SRR3110976_sorted.bam" "SRR3110977_sorted.bam" "SRR3110975_sorted.bam" "SRR3110972_sorted.bam" "SRR3110970_sorted.bam" "SRR3110973_sorted.bam" "SRR3110974_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR3110979_sorted.bam	SRR3110978_sorted.bam	SRR3110971_sorted.bam	SRR3110976_sorted.bam	SRR3110977_sorted.bam	SRR3110975_sorted.bam	SRR3110972_sorted.bam	SRR3110970_sorted.bam	SRR3110973_sorted.bam	SRR3110974_sorted.bam
gene-Y11_RS04775	NC_017564.1	1055575	1056276	+	702	1048	1033	2058	1406	1256	1196	1986	2426	2081	1621
gene-Y11_RS04780	NC_017564.1	1056273	1056914	+	642	1040	853	1601	1172	1101	1015	1437	2215	1759	1242
gene-Y11_RS04785	NC_017564.1	1057001	1058038	-	1038	529	616	226	598	552	556	328	602	515	690
gene-Y11_RS04790	NC_017564.1	1058083	1059318	-	1236	484	877	204	616	738	497	297	530	473	517
gene-Y11_RS04805	NC_017564.1	1061408	1063729	+	2322	629	630	462	578	729	530	526	1983	611	681
gene-Y11_RS04810	NC_017564.1	1063924	1065858	+	1935	8446	8810	20664	12639	12366	14417	20064	23714	21145	19657
gene-Y11_RS23310	NC_017564.1	1065968	1066105	+	138	92	105	97	107	179	98	139	174	123	184
gene-Y11_RS04815	NC_017564.1	1066273	1068339	+	2067	1504	1573	1422	1646	2000	1844	1678	2214	1996	2474
gene-Y11_RS04820	NC_017564.1	1068332	1068664	+	333	953	811	469	831	1049	894	542	660	678	868
gene-Y11_RS04825	NC_017564.1	1068900	1069565	-	666	394	382	347	532	510	521	406	758	537	602
gene-Y11_RS04830	NC_017564.1	1069761	1070507	+	747	490	493	1190	523	633	574	1054	3297	946	751
gene-Y11_RS04835	NC_017564.1	1070527	1070775	+	249	180	216	405	182	194	230	362	1047	329	273
gene-Y11_RS04840	NC_017564.1	1070802	1071497	-	696	390	422	138	436	534	318	175	327	314	476
gene-Y11_RS04845	NC_017564.1	1071933	1072148	+	216	10398	10380	662	9274	10565	4163	885	1167	1962	4078
gene-Y11_RS04855	NC_017564.1	1073900	1074226	-	327	2654	2615	2364	3674	3719	3213	2814	3216	3716	4222
gene-Y11_RS04860	NC_017564.1	1074223	1074963	-	741	4860	5089	4827	6360	6684	6636	5777	5233	6737	7504
gene-Y11_RS04865	NC_017564.1	1075314	1075574	+	261	219	274	69	194	185	152	82	199	153	178
gene-Y11_RS04875	NC_017564.1	1076983	1077549	+	567	139	157	79	136	220	126	108	208	141	151
gene-Y11_RS04880	NC_017564.1	1077757	1078044	+	288	334	403	311	354	396	429	426	912	495	608
gene-Y11_RS04885	NC_017564.1	1078105	1079274	-	1170	2855	2941	3326	3440	3458	3680	4191	3680	4539	4824
gene-Y11_RS04890	NC_017564.1	1079281	1079592	-	312	1345	1602	2099	1732	1776	1757	2428	2267	2179	2433
gene-Y11_RS04895	NC_017564.1	1079788	1080549	-	762	747	840	754	862	918	730	905	1189	975	1123
gene-Y11_RS04900	NC_017564.1	1081177	1081767	+	591	6058	6192	6610	8336	7849	7507	7237	9632	9759	9863
gene-Y11_RS04910	NC_017564.1	1082055	1084727	-	2673	2241	2256	3155	2900	2965	3029	3712	4880	3979	4095
gene-Y11_RS04915	NC_017564.1	1085091	1086182	-	1092	385	591	213	590	556	409	245	538	394	558
gene-Y11_RS04920	NC_017564.1	1086351	1087325	-	975	2019	2001	2370	2483	2495	2613	2655	2913	3339	3429
gene-Y11_RS04925	NC_017564.1	1087884	1090499	-	2616	14139	15474	29316	20470	21374	24592	30897	36626	35852	34327
gene-Y11_RS04930	NC_017564.1	1090940	1091191	+	252	348	383	203	417	452	361	274	579	407	704
gene-Y11_RS04935	NC_017564.1	1091296	1092342	-	1047	2390	3262	3787	4122	4293	4527	5585	6192	5338	7543
gene-Y11_RS04940	NC_017564.1	1092515	1093276	+	762	1450	1255	2295	1505	1735	1692	2583	3797	2898	2297
gene-Y11_RS04945	NC_017564.1	1093288	1093878	+	591	1145	1052	1816	1310	1457	1583	2013	2967	2575	2067
gene-Y11_RS04950	NC_017564.1	1094003	1094197	-	195	747	733	442	814	945	829	541	702	904	1037
gene-Y11_RS04955	NC_017564.1	1094474	1095523	-	1050	6596	6977	10212	8113	8276	8377	9691	9115	10834	11659
gene-Y11_RS04960	NC_017564.1	1095764	1096384	-	621	1148	959	2633	1203	1191	1314	2140	3391	2095	1726
gene-Y11_RS04965	NC_017564.1	1096413	1097330	-	918	1734	1553	2792	1747	1936	1793	2574	3454	2551	2344
gene-Y11_RS22750	NC_017564.1	1097631	1097693	+	63	90	54	88	108	169	96	79	147	78	94
gene-Y11_RS04970	NC_017564.1	1097888	1099450	+	1563	333	245	361	361	314	352	370	554	457	404
gene-Y11_RS04975	NC_017564.1	1099465	1100055	+	591	182	122	304	183	204	218	235	429	300	286
gene-Y11_RS04980	NC_017564.1	1100116	1101132	+	1017	1064	949	1175	1337	1412	1206	1326	2335	1555	1625
gene-Y11_RS04985	NC_017564.1	1101136	1102512	+	1377	2858	2525	3998	3694	3749	3915	4777	6325	5141	4670
gene-Y11_RS04990	NC_017564.1	1102712	1103902	+	1191	2565	2586	4180	3395	3538	4145	5222	6013	5518	5492
gene-Y11_RS04995	NC_017564.1	1103902	1104708	+	807	1293	1434	1939	1987	2048	2011	2389	3415	2564	2960
gene-Y11_RS05000	NC_017564.1	1104965	1105279	+	315	1469	1579	1613	2002	1816	1759	1679	2576	1987	2371
gene-Y11_RS05005	NC_017564.1	1105405	1106040	-	636	577	587	347	579	610	590	347	855	545	627
gene-Y11_RS05010	NC_017564.1	1106337	1106753	+	417	181	239	98	251	266	216	146	241	178	249
gene-Y11_RS05015	NC_017564.1	1106795	1107562	+	768	2355	2289	2824	2637	3262	2944	3102	2509	3638	3817
gene-Y11_RS05020	NC_017564.1	1107633	1109348	-	1716	1233	1238	1125	1189	1502	1069	1225	1896	1569	1486
gene-Y11_RS05025	NC_017564.1	1109579	1110121	+	543	6607	7073	3859	8407	9421	7466	4896	3884	7520	9563
gene-Y11_RS05030	NC_017564.1	1110141	1110611	+	471	2860	2719	1504	3178	3930	2977	1883	1322	2609	3807
gene-Y11_RS05035	NC_017564.1	1110707	1111462	-	756	4197	4906	8067	6964	6336	7536	9264	7774	11031	11592
gene-Y11_RS05040	NC_017564.1	1111771	1112067	+	297	633	700	926	732	852	727	915	2167	971	1021
gene-Y11_RS21540	NC_017564.1	1112080	1112340	+	261	619	632	833	732	800	706	866	2303	952	974
gene-Y11_RS05045	NC_017564.1	1112269	1112532	-	264	269	324	303	347	381	289	314	934	343	369
gene-Y11_RS05050	NC_017564.1	1112684	1113406	-	723	390	499	190	432	513	366	222	511	366	368
gene-Y11_RS21545	NC_017564.1	1114014	1114190	-	177	268	208	34	151	254	244	78	99	140	187
gene-Y11_RS05055	NC_017564.1	1114472	1115932	+	1461	1464	1512	2331	1904	2000	2217	2590	2833	2721	3029
gene-Y11_RS05060	NC_017564.1	1116061	1116390	+	330	1867	2348	1888	2487	3152	2437	2414	2104	3374	4442
gene-Y11_RS05065	NC_017564.1	1116537	1117538	-	1002	3805	4303	7987	5908	5702	6600	8996	11589	9398	9412
gene-Y11_RS05070	NC_017564.1	1117535	1118536	-	1002	3563	3877	9364	5271	4698	6460	9178	10445	9764	8754
gene-Y11_RS05075	NC_017564.1	1118548	1119456	-	909	1632	1871	5570	2463	2338	3127	5642	6450	5216	4309
gene-Y11_RS05080	NC_017564.1	1119472	1120392	-	921	1607	1571	4401	1950	2074	2562	4490	5115	3915	3427
gene-Y11_RS05085	NC_017564.1	1120477	1122114	-	1638	7895	8180	23937	11990	11224	13966	24179	34364	23135	19423
gene-Y11_RS05090	NC_017564.1	1122343	1123980	-	1638	8358	9209	14843	9988	10748	9739	14434	25205	12795	13456
gene-Y11_RS05095	NC_017564.1	1124719	1125363	-	645	1110	1114	771	1070	1125	829	811	915	1004	1327
gene-Y11_RS05100	NC_017564.1	1126064	1128739	+	2676	7433	6522	18725	7954	8501	10782	18454	34202	17653	14358
gene-Y11_RS05105	NC_017564.1	1129238	1129837	-	600	557	689	760	623	763	618	818	1396	873	836
gene-Y11_RS05115	NC_017564.1	1130589	1130999	+	411	8644	11766	32763	15961	16099	23197	33321	60286	47204	39375
gene-Y11_RS05120	NC_017564.1	1131384	1132733	-	1350	3154	3885	8249	5287	4912	5812	8654	13383	10184	9506
gene-Y11_RS05130	NC_017564.1	1134174	1135076	-	903	585	907	393	805	763	630	647	1140	762	937
gene-Y11_RS05135	NC_017564.1	1135458	1135823	+	366	391	424	173	336	437	331	242	339	303	374
gene-Y11_RS05140	NC_017564.1	1136450	1136914	+	465	1630	1627	2221	1709	1807	1830	1967	2720	2104	2163
gene-Y11_RS05145	NC_017564.1	1136996	1137844	+	849	1382	1386	2878	1554	1852	1823	2602	2811	2779	2390
gene-Y11_RS05150	NC_017564.1	1138017	1138101	+	85	474	570	158	461	686	513	296	336	544	733
gene-Y11_RS21220	NC_017564.1	1138148	1138275	+	128	352	429	86	334	477	375	209	181	304	377
gene-Y11_RS05160	NC_017564.1	1140041	1140847	+	807	3695	3344	6502	4393	4582	4651	6048	8054	7362	6291
gene-Y11_RS05165	NC_017564.1	1140931	1141317	+	387	728	627	987	678	773	629	940	1887	956	879
gene-Y11_RS05170	NC_017564.1	1141322	1141612	-	291	585	490	726	558	601	539	709	1295	754	774
gene-Y11_RS05175	NC_017564.1	1141609	1143534	-	1926	4874	4849	7286	6347	6163	6306	8908	11916	9002	8768
gene-Y11_RS05180	NC_017564.1	1143581	1144627	-	1047	5435	6201	6026	7944	7848	7650	8926	9568	10340	11183
gene-Y11_RS05185	NC_017564.1	1144989	1145540	-	552	1107	992	1842	1566	1598	1555	2093	3844	2555	2523
gene-Y11_RS05190	NC_017564.1	1145703	1147556	+	1854	6358	6703	9022	8477	9577	10111	10105	11602	12078	13228
gene-Y11_RS05195	NC_017564.1	1147797	1148813	+	1017	889	821	1834	771	1190	974	1649	2170	1521	1473
gene-Y11_RS05200	NC_017564.1	1148829	1149488	+	660	604	627	891	652	661	652	900	1290	967	920
gene-Y11_RS05215	NC_017564.1	1151068	1151340	-	273	2777	2472	1745	2913	3118	2253	1640	3003	2342	2939
gene-Y11_RS05220	NC_017564.1	1151414	1151827	-	414	1928	1930	1419	2081	2336	2015	1593	2078	1931	2920
gene-Y11_RS05225	NC_017564.1	1152175	1153170	+	996	77748	87620	172064	111272	121618	152520	184601	186259	198107	189576
gene-Y11_RS05230	NC_017564.1	1153421	1154299	+	879	2624	2767	4231	3689	3612	4080	4299	5730	5035	5815
gene-Y11_RS05235	NC_017564.1	1154373	1155143	-	771	9676	9742	12906	12756	12719	11754	14005	22834	18772	18483
gene-Y11_RS05240	NC_017564.1	1155565	1157499	+	1935	2041	1869	2330	2300	2416	2430	2372	4121	2784	3084
gene-Y11_RS05245	NC_017564.1	1157616	1158890	+	1275	627	598	609	831	873	791	792	1171	906	1079
gene-Y11_RS05250	NC_017564.1	1158993	1160042	+	1050	1083	1005	585	868	1240	804	726	1100	889	1116
gene-Y11_RS05255	NC_017564.1	1160224	1160670	+	447	530	561	240	462	576	461	273	462	387	504
gene-Y11_RS05260	NC_017564.1	1160683	1161588	-	906	399	509	373	422	682	549	544	870	585	740
gene-Y11_RS05265	NC_017564.1	1161757	1162629	+	873	927	940	720	1048	1149	985	791	1000	1040	1315
gene-Y11_RS05270	NC_017564.1	1162976	1165492	+	2517	878	958	592	952	1041	741	607	1320	840	986
gene-Y11_RS05275	NC_017564.1	1165845	1167035	+	1191	746	739	964	732	985	861	995	1026	1045	1145
gene-Y11_RS05280	NC_017564.1	1167132	1168223	-	1092	1143	1162	2830	1587	1458	1990	3267	4980	3255	2821
gene-Y11_RS05285	NC_017564.1	1168407	1169711	-	1305	2002	2669	6639	3576	3172	4419	8070	11958	6585	6047
gene-Y11_RS05290	NC_017564.1	1170222	1171757	+	1536	957	938	779	916	1106	1021	845	2524	1061	1142
gene-Y11_RS05295	NC_017564.1	1171843	1172562	-	720	2980	3152	2825	4024	4057	3854	3315	3432	4690	4878
gene-Y11_RS05300	NC_017564.1	1172884	1174458	+	1575	3936	4526	5691	5035	5432	6329	6497	7451	7767	8037
gene-Y11_RS05305	NC_017564.1	1174688	1175218	+	531	1854	1899	2061	1949	2467	2264	2228	2450	2600	2986
gene-Y11_RS05325	NC_017564.1	1177342	1177698	-	357	870	921	1083	792	1047	776	1092	1412	1178	1388
gene-Y11_RS05330	NC_017564.1	1177763	1178209	-	447	1301	1080	1767	988	1347	1229	1602	2343	1664	1629
gene-Y11_RS05335	NC_017564.1	1178324	1178980	-	657	4940	5241	5401	6646	6172	6414	6346	7618	7368	8378
gene-Y11_RS05340	NC_017564.1	1179061	1180131	-	1071	2003	2127	3354	2705	2493	3181	3759	2794	3575	4084
gene-Y11_RS05345	NC_017564.1	1180170	1180442	-	273	324	306	548	405	471	447	543	521	710	792
gene-Y11_RS05350	NC_017564.1	1180720	1181082	-	363	426	664	530	802	820	662	719	1317	965	1402
gene-Y11_RS05355	NC_017564.1	1181633	1182319	+	687	4244	4389	9449	5732	5730	6415	9796	7565	9246	8053
gene-Y11_RS05360	NC_017564.1	1182345	1183157	+	813	7618	7747	14562	10500	10600	12604	16378	13832	17947	15253
gene-Y11_RS05365	NC_017564.1	1183161	1183430	+	270	2252	2413	3698	3259	3172	4201	4244	3799	5416	5017
gene-Y11_RS05370	NC_017564.1	1183560	1184681	-	1122	1556	1485	3110	2135	1933	2200	2983	3618	3137	3102
gene-Y11_RS05375	NC_017564.1	1184779	1186473	-	1695	2386	2515	2375	3110	3121	2865	2861	3453	3459	4148
gene-Y11_RS05380	NC_017564.1	1186814	1187419	-	606	2135	1994	2261	2425	2936	2509	2846	2498	2899	3633
gene-Y11_RS05385	NC_017564.1	1187522	1188220	-	699	1888	1607	3036	1830	1897	2253	2906	2401	2850	2783
gene-Y11_RS05390	NC_017564.1	1188295	1190199	-	1905	2008	1970	2240	2073	2571	2347	2495	2378	2689	3044
gene-Y11_RS05395	NC_017564.1	1190328	1190672	+	345	770	810	1285	842	979	919	1290	1753	1318	1292
gene-Y11_RS05400	NC_017564.1	1190834	1191163	-	330	907	982	1398	963	1170	1046	1395	1933	1579	1405
gene-Y11_RS05405	NC_017564.1	1191150	1191527	-	378	1084	1204	2563	1390	1504	1202	2127	2910	2247	1782
gene-Y11_RS05410	NC_017564.1	1192212	1192853	-	642	2134	2208	4600	2855	2816	3499	4852	5913	5215	4882
gene-Y11_RS05415	NC_017564.1	1193159	1194643	-	1485	10472	9726	18025	12960	12652	15768	21387	29597	22466	22081
gene-Y11_RS05420	NC_017564.1	1194978	1195865	+	888	2641	2305	5344	2899	3085	3718	5515	8589	5584	4981
gene-Y11_RS05425	NC_017564.1	1196085	1197527	+	1443	15931	15528	26295	21553	22361	25409	29795	38630	35605	33710
gene-Y11_RS05430	NC_017564.1	1197681	1198943	-	1263	1179	1723	3106	2099	1979	2163	3738	6351	3684	3399
gene-Y11_RS05435	NC_017564.1	1199356	1200321	-	966	1006	962	2127	1113	1236	1302	2030	2188	1974	1801
gene-Y11_RS05440	NC_017564.1	1200405	1201721	-	1317	5302	4791	11194	5770	5768	6421	10102	11376	10242	8522
gene-Y11_RS05445	NC_017564.1	1201736	1202698	-	963	2318	2144	4006	2484	2577	2864	3885	3680	4323	3851
gene-Y11_RS05450	NC_017564.1	1202774	1203532	+	759	557	493	745	571	484	614	730	720	728	818
gene-Y11_RS05455	NC_017564.1	1203529	1204314	+	786	577	691	522	653	790	568	637	820	705	830
gene-Y11_RS05460	NC_017564.1	1204581	1206062	+	1482	2880	2826	2570	3608	3546	3699	3383	5421	4528	4428
gene-Y11_RS05465	NC_017564.1	1206113	1207117	-	1005	3443	3683	4727	4646	5015	4710	5562	5793	6243	6659
gene-Y11_RS05470	NC_017564.1	1207153	1207770	-	618	3665	4356	5909	5197	5902	5615	6989	8382	8199	8910
gene-Y11_RS05475	NC_017564.1	1207893	1208414	-	522	1560	1655	2892	2076	2321	2806	3581	2746	3231	3236
gene-Y11_RS05480	NC_017564.1	1208777	1209520	-	744	27418	27386	39281	39257	37171	40145	45669	56235	51981	52159
gene-Y11_RS05485	NC_017564.1	1209547	1210029	-	483	11779	11543	16374	16473	14903	16168	17941	21873	20854	20402
gene-Y11_RS05490	NC_017564.1	1210117	1211913	-	1797	23390	21948	32592	27875	30730	32023	36599	42724	42065	42862
gene-Y11_RS21575	NC_017564.1	1211996	1212226	-	231	2621	2744	4162	3607	4160	3767	4921	5240	5310	6141
gene-Y11_RS05500	NC_017564.1	1212466	1213041	+	576	815	789	1665	1231	1152	1247	1643	2797	1688	1774
gene-Y11_RS05505	NC_017564.1	1213212	1214027	+	816	545	504	526	490	649	435	585	979	673	625
gene-Y11_RS05510	NC_017564.1	1214219	1214614	+	396	2590	2555	1570	2994	2787	2983	1958	1896	2745	3598
gene-Y11_RS05515	NC_017564.1	1214804	1215604	+	801	1828	1581	2659	1915	2027	1965	2728	2602	2580	2729
gene-Y11_RS05520	NC_017564.1	1215601	1216572	+	972	2120	1817	2583	2048	2124	2101	2784	3324	2796	2838
gene-Y11_RS05530	NC_017564.1	1217013	1217657	-	645	464	508	464	422	499	459	520	658	748	617
gene-Y11_RS05535	NC_017564.1	1217739	1218548	-	810	954	964	1031	1008	1169	979	1108	2409	1360	1283
gene-Y11_RS05540	NC_017564.1	1218799	1220133	+	1335	466	452	242	466	480	381	305	658	351	452
gene-Y11_RS05545	NC_017564.1	1220115	1220588	+	474	141	194	87	168	188	125	109	213	127	197
gene-Y11_RS05550	NC_017564.1	1220599	1221381	+	783	153	137	104	182	181	142	115	273	129	153
gene-Y11_RS05555	NC_017564.1	1221371	1222246	+	876	281	356	177	240	332	274	207	458	302	285
gene-Y11_RS05560	NC_017564.1	1222262	1222696	+	435	190	238	95	122	193	175	115	262	155	202
gene-Y11_RS05565	NC_017564.1	1223076	1224230	+	1155	329	296	218	369	397	331	263	558	367	515
gene-Y11_RS05570	NC_017564.1	1224243	1225121	+	879	231	362	209	286	410	327	254	503	388	471
gene-Y11_RS05575	NC_017564.1	1225309	1226037	+	729	2458	2708	2243	2853	3472	2989	2434	2068	3298	4105
gene-Y11_RS05585	NC_017564.1	1227935	1228573	-	639	1260	1466	1542	1884	1825	1643	1612	2370	2182	2464
gene-Y11_RS05590	NC_017564.1	1228805	1229491	-	687	323	373	216	399	421	313	239	386	332	399
gene-Y11_RS05600	NC_017564.1	1229936	1230595	-	660	579	676	780	674	756	793	915	1542	1075	959
gene-Y11_RS05605	NC_017564.1	1230782	1231354	-	573	322	308	309	323	489	337	410	648	430	451
gene-Y11_RS05610	NC_017564.1	1231354	1232724	-	1371	1026	1185	1279	1320	1487	1425	1537	3277	1907	2005
gene-Y11_RS05615	NC_017564.1	1232873	1233640	+	768	477	498	677	574	593	434	719	1436	773	780
gene-Y11_RS05620	NC_017564.1	1233776	1234996	+	1221	1724	1909	2606	2043	2215	1881	2490	5451	2530	2556
gene-Y11_RS05625	NC_017564.1	1234993	1235802	+	810	480	428	513	561	523	448	473	1162	561	606
gene-Y11_RS05640	NC_017564.1	1237231	1238313	-	1083	1405	1605	3072	2205	2085	2376	3267	3876	3585	3418
gene-Y11_RS05645	NC_017564.1	1239193	1240212	+	1020	1530	1708	1541	1713	2401	1589	1666	2593	2016	2530
gene-Y11_RS05650	NC_017564.1	1240869	1241861	-	993	419	627	450	550	654	607	499	709	577	679
gene-Y11_RS05660	NC_017564.1	1242923	1244404	-	1482	237	292	200	311	321	255	265	371	273	307
gene-Y11_RS05665	NC_017564.1	1244401	1245438	-	1038	343	286	252	289	374	337	287	426	283	335
gene-Y11_RS05670	NC_017564.1	1245481	1246725	-	1245	379	425	245	437	520	305	332	363	297	516
gene-Y11_RS05675	NC_017564.1	1247302	1248735	-	1434	942	1020	1338	1066	1285	1034	1396	2079	1498	1542
gene-Y11_RS05680	NC_017564.1	1248920	1250368	+	1449	401	390	337	411	549	385	354	561	444	575
gene-Y11_RS05685	NC_017564.1	1250371	1251378	+	1008	256	335	157	276	290	211	227	418	224	375
gene-Y11_RS21225	NC_017564.1	1251379	1251540	+	162	83	235	84	162	127	134	113	146	171	165
gene-Y11_RS05690	NC_017564.1	1251605	1253386	+	1782	1101	1216	974	1181	1446	1228	1030	1826	1265	1607
gene-Y11_RS05695	NC_017564.1	1253424	1254380	-	957	614	584	324	616	760	658	379	594	619	679
gene-Y11_RS05700	NC_017564.1	1254792	1255811	+	1020	1326	1619	1233	1504	2142	1386	1300	2232	1788	2206
gene-Y11_RS05705	NC_017564.1	1256307	1257473	+	1167	760	838	637	779	946	734	649	718	894	891
gene-Y11_RS05710	NC_017564.1	1257662	1258498	+	837	1736	2068	4970	2669	3026	3443	5640	10416	6436	5679
gene-Y11_RS05715	NC_017564.1	1258719	1259828	+	1110	4582	4680	5667	5454	5999	6086	6463	5317	7774	7256
gene-Y11_RS05720	NC_017564.1	1260148	1261683	-	1536	1509	1706	1999	2073	2193	2103	2468	2441	2498	2938
gene-Y11_RS05725	NC_017564.1	1261822	1262781	-	960	1123	1394	1484	1639	1654	2005	2685	3237	2090	2737
gene-Y11_RS05730	NC_017564.1	1262774	1263415	-	642	1186	1405	1970	1758	1624	2185	2871	3306	2692	3074
gene-Y11_RS05735	NC_017564.1	1263423	1264007	-	585	1864	2204	2567	2729	2424	2856	3589	4316	3693	3974
gene-Y11_RS05740	NC_017564.1	1264683	1265417	+	735	1196	1321	411	1664	1848	1316	717	587	1395	1863
gene-Y11_RS05745	NC_017564.1	1265429	1265746	-	318	428	340	99	383	503	396	156	171	317	413
gene-Y11_RS05750	NC_017564.1	1266421	1267626	+	1206	1197	1024	983	1111	1249	965	1076	1041	1095	1198
gene-Y11_RS05755	NC_017564.1	1267843	1268406	+	564	1540	1746	1502	1934	1937	1672	1946	1735	2076	2119
gene-Y11_RS05760	NC_017564.1	1268444	1269004	-	561	914	936	1321	1249	1356	1283	1640	1785	1960	1797
gene-Y11_RS05765	NC_017564.1	1269068	1269805	-	738	1195	1266	1923	1455	1491	1503	1968	2271	2274	1976
gene-Y11_RS05770	NC_017564.1	1269954	1270895	-	942	388	432	619	586	700	582	760	1709	768	790
gene-Y11_RS05775	NC_017564.1	1271114	1271203	+	90	183	118	49	108	180	106	76	102	95	131
gene-Y11_RS05780	NC_017564.1	1271391	1272275	+	885	1006	1130	754	1231	1244	1078	808	1009	1159	1443
gene-Y11_RS05785	NC_017564.1	1272416	1272505	+	90	193	138	77	154	152	134	83	120	118	138
gene-Y11_RS05790	NC_017564.1	1272792	1273910	-	1119	688	765	526	875	967	766	494	789	746	953
gene-Y11_RS05795	NC_017564.1	1274467	1276167	+	1701	741	758	860	713	832	844	917	1347	944	1007
gene-Y11_RS05800	NC_017564.1	1276241	1277095	-	855	2676	2576	4428	3170	3447	3796	4788	4538	5180	5216
gene-Y11_RS05805	NC_017564.1	1277240	1278049	-	810	4850	4976	8725	5915	6091	6658	9408	8362	9628	8851
gene-Y11_RS05810	NC_017564.1	1278046	1278447	-	402	1178	1165	2222	1335	1535	1566	2494	1739	2115	2147
gene-Y11_RS05815	NC_017564.1	1278465	1279319	-	855	1204	1038	2275	1278	1461	1449	2389	2178	2197	1944
gene-Y11_RS05820	NC_017564.1	1279319	1280401	-	1083	4077	3349	6979	4028	4606	4446	7051	7205	7100	6455
gene-Y11_RS05825	NC_017564.1	1280433	1281695	-	1263	3516	2718	5046	2925	3518	3119	4425	4109	4458	4373
gene-Y11_RS05830	NC_017564.1	1282001	1282624	+	624	1049	1011	3063	1292	1381	1476	2912	3758	2622	2008
gene-Y11_RS05835	NC_017564.1	1282626	1283507	+	882	7209	6339	11724	7690	7388	8288	10967	14374	11854	10899
gene-Y11_RS05840	NC_017564.1	1283705	1284652	+	948	20852	18160	32094	23442	23595	26315	33655	34551	35521	33523
gene-Y11_RS05850	NC_017564.1	1285139	1285411	-	273	1345	2017	1214	2254	1745	2004	1544	9027	2213	2388
gene-Y11_RS05855	NC_017564.1	1285743	1286336	+	594	1882	2187	2810	2744	2637	2535	3440	3316	3589	4309
gene-Y11_RS05860	NC_017564.1	1286391	1286849	-	459	337	417	129	387	444	244	159	256	295	464
gene-Y11_RS05865	NC_017564.1	1287117	1288208	+	1092	10367	10305	15341	13350	13306	13829	16806	16270	18603	17829
gene-Y11_RS05870	NC_017564.1	1288355	1289521	-	1167	2076	2214	2775	2912	2673	3005	3175	4193	3762	3920
gene-Y11_RS05875	NC_017564.1	1289656	1290540	+	885	2054	1850	1134	1936	2275	1610	1231	2454	1362	1977
gene-Y11_RS05880	NC_017564.1	1290647	1291303	-	657	10104	10820	2428	10985	10910	7970	3304	4893	5582	8983
gene-Y11_RS05885	NC_017564.1	1291605	1292489	-	885	199	405	97	321	309	231	143	357	193	316
gene-Y11_RS05890	NC_017564.1	1292862	1293344	-	483	144	283	60	236	229	123	80	241	126	142
gene-Y11_RS05895	NC_017564.1	1293346	1293522	-	177	77	151	38	95	151	70	53	126	83	82
gene-Y11_RS05900	NC_017564.1	1293749	1293925	+	177	288	323	130	290	305	258	141	285	290	281
gene-Y11_RS05905	NC_017564.1	1294102	1294518	-	417	330	429	122	345	408	300	174	304	318	361
gene-Y11_RS05920	NC_017564.1	1295268	1295912	-	645	1967	1868	1195	1937	2349	1701	1513	2202	1989	2203
gene-Y11_RS05925	NC_017564.1	1296313	1296732	+	420	763	747	376	688	728	780	430	922	765	839
gene-Y11_RS05930	NC_017564.1	1297338	1298255	-	918	946	1027	878	1000	1187	1052	958	2092	1192	1392
gene-Y11_RS05935	NC_017564.1	1298358	1299566	+	1209	496	598	364	584	686	548	360	813	478	722
gene-Y11_RS05950	NC_017564.1	1300789	1300968	+	180	131	118	52	93	185	131	68	117	130	122
gene-Y11_RS05955	NC_017564.1	1300955	1301350	+	396	137	95	53	114	162	89	49	109	93	115
gene-Y11_RS05960	NC_017564.1	1301354	1301779	+	426	60	56	21	81	68	43	44	60	52	76
gene-Y11_RS23675	NC_017564.1	1301670	1301894	+	225	42	50	22	78	67	30	40	71	46	45
gene-Y11_RS05965	NC_017564.1	1301881	1302348	+	468	63	140	53	124	162	95	90	169	106	146
gene-Y11_RS05970	NC_017564.1	1302345	1302791	+	447	1263	1555	1224	1459	1835	1497	1661	3146	2322	3298
