# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR7542856_sorted.bam" "SRR7542872_sorted.bam" "SRR7542865_sorted.bam" "SRR7542867_sorted.bam" "SRR7542866_sorted.bam" "SRR7542855_sorted.bam" "SRR7542868_sorted.bam" "SRR7542860_sorted.bam" "SRR7542858_sorted.bam" "SRR7542863_sorted.bam" "SRR7542861_sorted.bam" "SRR7542857_sorted.bam" "SRR7542869_sorted.bam" "SRR7542870_sorted.bam" "SRR7542864_sorted.bam" "SRR7542859_sorted.bam" "SRR7542862_sorted.bam" "SRR7542871_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR7542856_sorted.bam	SRR7542872_sorted.bam	SRR7542865_sorted.bam	SRR7542867_sorted.bam	SRR7542866_sorted.bam	SRR7542855_sorted.bam	SRR7542868_sorted.bam	SRR7542860_sorted.bam	SRR7542858_sorted.bam	SRR7542863_sorted.bam	SRR7542861_sorted.bam	SRR7542857_sorted.bam	SRR7542869_sorted.bam	SRR7542870_sorted.bam	SRR7542864_sorted.bam	SRR7542859_sorted.bam	SRR7542862_sorted.bam	SRR7542871_sorted.bam
gene-AUO97_RS03985	NZ_CP018664.1	870381	871034	+	654	155	6	37	6	15	251	14	206	200	204	105	207	5	2	48	257	142	6
gene-AUO97_RS03990	NZ_CP018664.1	871041	871469	+	429	808	127	288	71	110	955	103	1061	1126	1130	603	872	91	53	419	1096	803	56
gene-AUO97_RS03995	NZ_CP018664.1	871487	872143	+	657	1372	101	439	101	173	1511	139	1696	1778	1541	893	1487	85	50	669	1751	1329	55
gene-AUO97_RS04000	NZ_CP018664.1	872248	874188	-	1941	201	27	70	35	73	206	25	254	256	274	190	194	35	20	120	248	255	8
gene-AUO97_RS04005	NZ_CP018664.1	874207	875043	-	837	84	9	29	9	16	100	10	110	121	136	75	78	18	5	43	111	116	5
gene-AUO97_RS04010	NZ_CP018664.1	875054	876211	-	1158	70	10	30	13	18	107	13	97	112	152	87	70	10	9	52	89	128	4
gene-AUO97_RS04015	NZ_CP018664.1	876254	877867	-	1614	30	1	24	9	12	44	6	56	67	101	55	26	11	3	22	55	86	2
gene-AUO97_RS04020	NZ_CP018664.1	877878	878789	-	912	49	7	28	14	10	52	5	55	72	134	77	50	12	1	41	72	102	2
gene-AUO97_RS04025	NZ_CP018664.1	878810	880615	-	1806	114	16	73	35	49	134	53	149	182	291	135	99	24	16	109	187	210	16
gene-AUO97_RS04030	NZ_CP018664.1	880802	881401	+	600	41	9	25	24	14	52	19	76	51	58	37	57	6	3	32	56	48	3
gene-AUO97_RS04035	NZ_CP018664.1	881433	882596	-	1164	156	13	61	20	34	169	33	187	203	164	86	153	16	16	68	184	154	18
gene-AUO97_RS04040	NZ_CP018664.1	882733	883296	-	564	94	12	43	12	15	109	19	133	139	113	72	115	7	7	39	111	134	4
gene-AUO97_RS04045	NZ_CP018664.1	883316	883666	-	351	16	2	3	1	1	11	3	11	17	12	11	18	0	0	0	12	15	0
gene-AUO97_RS04050	NZ_CP018664.1	883799	883913	-	115	0	0	0	0	0	1	0	1	1	2	0	4	0	2	3	2	0	0
gene-AUO97_RS04055	NZ_CP018664.1	884098	886990	-	2893	94	40	50	28	53	67	47	97	88	251	188	95	52	32	37	106	217	24
gene-AUO97_RS04060	NZ_CP018664.1	887331	887406	-	76	74	4	25	1	18	90	7	67	68	63	33	140	1	6	36	78	38	4
gene-AUO97_RS04065	NZ_CP018664.1	887462	887538	-	77	91	4	27	3	19	108	7	72	76	75	42	169	1	7	43	90	46	4
gene-AUO97_RS04070	NZ_CP018664.1	887598	889134	-	1537	11	9	9	9	14	22	14	20	26	149	117	29	45	7	11	39	39	8
gene-AUO97_RS04080	NZ_CP018664.1	890683	891516	-	834	1371	118	445	145	190	1566	185	1596	1673	1354	787	1393	150	101	582	1665	1134	67
gene-AUO97_RS04085	NZ_CP018664.1	891558	892415	-	858	1865	214	601	226	332	2059	288	2229	2220	2004	986	2003	219	148	874	2282	1667	107
gene-AUO97_RS04090	NZ_CP018664.1	892533	893138	+	606	130	3	29	12	17	120	10	148	127	129	95	92	7	7	21	123	120	6
gene-AUO97_RS04095	NZ_CP018664.1	893206	893733	+	528	601	89	367	184	210	682	197	389	522	810	380	561	125	82	552	496	564	59
gene-AUO97_RS04100	NZ_CP018664.1	893782	894027	-	246	1193	233	1284	689	966	1726	989	965	1637	1976	1338	1049	399	131	1524	1466	1997	122
gene-AUO97_RS04105	NZ_CP018664.1	894190	895176	-	987	9518	1324	2979	1300	2326	9543	1559	15277	13898	20336	10589	10945	1626	789	3852	16180	15014	661
gene-AUO97_RS04110	NZ_CP018664.1	895388	896050	-	663	533	39	161	55	71	591	59	534	689	604	341	425	44	31	227	660	496	23
gene-AUO97_RS04115	NZ_CP018664.1	896108	898051	-	1944	2264	339	1108	490	587	2657	598	2329	3161	2691	1686	1682	438	242	1416	3177	2551	227
gene-AUO97_RS04120	NZ_CP018664.1	898340	899791	+	1452	2328	238	600	217	425	2660	261	2679	2411	1461	922	2684	278	143	811	2640	1295	82
gene-AUO97_RS04125	NZ_CP018664.1	899829	900917	+	1089	4523	520	1719	654	1160	5805	799	6040	6334	5026	2527	4552	669	382	2243	5976	3944	259
gene-AUO97_RS04130	NZ_CP018664.1	900927	901403	+	477	1585	128	495	181	298	1957	199	1928	2078	1552	778	1665	173	119	739	1978	1207	76
gene-AUO97_RS04135	NZ_CP018664.1	901493	902377	-	885	166	13	39	8	24	211	17	217	190	163	111	238	12	7	42	215	155	4
gene-AUO97_RS04140	NZ_CP018664.1	902608	903279	+	672	305	11	138	33	39	363	51	409	425	361	197	337	27	17	166	406	316	13
gene-AUO97_RS04145	NZ_CP018664.1	903437	904150	+	714	1205	167	719	401	446	1447	515	1249	1758	1627	1147	931	262	166	875	1667	1612	117
gene-AUO97_RS04150	NZ_CP018664.1	904223	904798	+	576	837	43	154	58	79	823	78	970	937	730	455	684	70	35	211	1019	634	27
gene-AUO97_RS04155	NZ_CP018664.1	904851	905444	-	594	295	19	136	39	62	312	52	281	320	343	180	249	25	21	122	364	302	6
gene-AUO97_RS04160	NZ_CP018664.1	905732	906979	+	1248	607	70	304	84	141	739	112	809	937	957	544	532	86	48	387	914	906	38
gene-AUO97_RS04165	NZ_CP018664.1	907000	907914	-	915	70	6	26	15	6	51	24	87	98	110	53	61	9	2	41	99	80	4
gene-AUO97_RS04170	NZ_CP018664.1	908020	908814	+	795	61	3	29	7	15	63	6	76	66	55	23	73	3	5	22	63	53	0
gene-AUO97_RS04175	NZ_CP018664.1	908891	909532	-	642	649	43	164	37	76	589	44	1012	882	1312	657	680	37	36	197	1006	930	25
gene-AUO97_RS04180	NZ_CP018664.1	909572	910069	-	498	294	8	51	12	17	282	22	399	346	344	167	293	9	4	59	406	262	7
gene-AUO97_RS04185	NZ_CP018664.1	910294	910986	+	693	34	1	8	4	3	27	9	34	36	32	13	32	3	2	14	40	22	1
gene-AUO97_RS04190	NZ_CP018664.1	911107	911183	-	77	12	1	4	4	4	14	5	6	15	4	7	13	0	3	9	19	15	0
gene-AUO97_RS04195	NZ_CP018664.1	911775	914141	+	2367	2216	863	1204	559	1324	2154	647	3007	2219	5027	2229	2451	944	352	1371	2419	3219	270
gene-AUO97_RS04200	NZ_CP018664.1	914201	914794	-	594	91	3	8	7	8	103	5	82	145	49	54	96	5	2	17	115	78	1
gene-AUO97_RS04205	NZ_CP018664.1	914902	914978	-	77	468	49	238	79	136	474	115	548	584	385	252	597	43	24	372	622	420	20
gene-AUO97_RS04210	NZ_CP018664.1	915018	915094	-	77	717	61	327	120	204	679	161	825	847	590	379	942	60	36	572	885	652	27
gene-AUO97_RS04215	NZ_CP018664.1	915105	915195	-	91	687	63	316	117	203	650	153	794	818	569	355	908	59	36	557	860	627	25
gene-AUO97_RS04220	NZ_CP018664.1	915457	917874	+	2418	2705	308	950	300	618	3123	366	3242	3698	3147	1645	2650	344	201	1400	3692	2523	129
gene-AUO97_RS04225	NZ_CP018664.1	918008	920062	+	2055	3578	693	2692	696	1176	4279	773	2391	2790	5321	2602	3368	784	519	3363	2715	3665	329
gene-AUO97_RS04230	NZ_CP018664.1	920103	920312	+	210	618	84	329	105	171	717	93	443	514	682	370	559	92	64	392	479	545	47
gene-AUO97_RS04235	NZ_CP018664.1	920324	920755	+	432	524	27	170	45	83	577	54	387	440	497	300	455	48	30	207	420	418	13
gene-AUO97_RS04240	NZ_CP018664.1	920904	923099	-	2196	739	159	326	138	262	931	185	1105	1138	1338	776	694	188	82	415	1023	1044	79
gene-AUO97_RS04245	NZ_CP018664.1	923287	923853	-	567	136	16	53	14	19	205	20	267	300	266	154	158	19	4	83	185	215	17
gene-AUO97_RS04250	NZ_CP018664.1	923932	925017	-	1086	684	107	314	121	178	831	156	1233	1246	1268	703	730	104	68	357	1058	1046	70
gene-AUO97_RS04255	NZ_CP018664.1	925787	926176	-	390	47	3	9	4	5	40	5	70	73	40	23	61	3	4	11	66	46	0
gene-AUO97_RS04260	NZ_CP018664.1	926183	926440	-	258	195	6	36	18	17	175	35	247	246	212	137	270	10	5	54	259	167	2
gene-AUO97_RS04265	NZ_CP018664.1	926628	927800	+	1173	83	13	41	17	13	114	20	108	128	159	94	71	8	15	36	104	136	7
gene-AUO97_RS04270	NZ_CP018664.1	927850	929340	-	1491	422	163	475	146	317	468	208	393	538	477	318	360	206	106	582	514	413	65
gene-AUO97_RS04275	NZ_CP018664.1	929522	929899	-	378	20712	5589	7739	3593	7672	21211	4237	34026	30201	25782	14290	23918	6411	2706	9286	33185	19633	1917
gene-AUO97_RS04280	NZ_CP018664.1	929918	930925	-	1008	55574	15628	21086	9880	21459	56416	11652	90547	81444	65276	36212	64377	18077	7419	25523	88676	50788	5127
gene-AUO97_RS04285	NZ_CP018664.1	930943	931569	-	627	45188	11276	16498	7637	16919	48872	8834	71589	65948	53691	29650	52346	13512	5530	19922	71143	41098	4003
gene-AUO97_RS04290	NZ_CP018664.1	931582	931968	-	387	32984	7271	12046	5340	11837	36158	6084	55059	49794	38888	21906	38507	9517	3932	14469	53335	29359	2758
gene-AUO97_RS04295	NZ_CP018664.1	931988	932344	-	357	28022	6186	10295	4400	10085	30837	5182	45761	41214	33709	19143	33503	7758	3145	12902	44734	25906	2129
gene-AUO97_RS04300	NZ_CP018664.1	932452	932568	-	117	11678	3179	4781	2037	4923	11848	2476	20699	17549	15669	8818	14071	3922	1426	5799	19345	12139	1057
gene-AUO97_RS04305	NZ_CP018664.1	932589	933908	-	1320	51684	17686	20667	10004	24573	52416	12238	92356	81033	67118	37294	60339	20589	7699	24923	85504	50942	5629
gene-AUO97_RS04310	NZ_CP018664.1	933954	934394	-	441	26399	8043	10143	4833	11318	25985	5966	46116	41483	33667	18467	30530	9103	3497	12171	43718	25476	2599
gene-AUO97_RS04315	NZ_CP018664.1	934398	934574	-	177	15451	3906	5804	2602	6043	15022	3152	27271	24620	19578	10651	17676	4753	1784	6595	25599	15033	1319
gene-AUO97_RS04320	NZ_CP018664.1	934581	935078	-	498	26162	6728	9665	4358	10287	26162	5212	46174	41266	33812	18188	30352	7953	3047	11538	44293	25562	2195
gene-AUO97_RS04325	NZ_CP018664.1	935081	935431	-	351	23350	5830	8542	3833	8896	23997	4421	41595	36670	29280	16246	27298	6985	2732	10266	39649	21831	1980
gene-AUO97_RS04330	NZ_CP018664.1	935446	935979	-	534	33984	7949	12139	5049	12396	35870	5893	58564	51476	41084	23220	39346	9257	3849	14508	56496	31323	2656
gene-AUO97_RS04335	NZ_CP018664.1	935993	936388	-	396	24836	4903	7899	3264	7774	26194	3681	42870	37642	28356	15395	28494	5789	2293	9487	40082	21698	1641
gene-AUO97_RS04340	NZ_CP018664.1	936400	936705	-	306	21383	3893	6612	2773	6671	21987	3059	36301	32433	23813	13108	24672	4919	1820	7964	34496	18661	1406
gene-AUO97_RS04345	NZ_CP018664.1	936715	937251	-	537	31790	5781	10326	4254	10180	34860	4698	55426	49206	36461	20589	37161	7406	3023	12890	52794	27177	2164
gene-AUO97_RS04350	NZ_CP018664.1	937267	937584	-	318	22442	3577	6925	2801	6564	24370	2955	39092	34648	25921	14713	25698	4631	2061	8891	36580	19349	1394
gene-AUO97_RS04355	NZ_CP018664.1	937594	937962	-	369	20710	2937	6171	2388	5561	21322	2643	36944	33229	24526	13948	23845	3823	1602	8185	34910	18636	1113
gene-AUO97_RS04360	NZ_CP018664.1	938055	938312	-	258	20490	8358	9883	5072	11059	21270	5971	39792	35466	29216	16301	24121	9107	3958	12808	37083	21425	2882
gene-AUO97_RS04365	NZ_CP018664.1	938309	938506	-	198	18218	7611	8908	4889	9984	18418	5667	35674	32294	25791	14057	21178	8888	3814	11108	33418	18874	2660
gene-AUO97_RS04370	NZ_CP018664.1	938506	938919	-	414	22651	8369	10779	5217	11195	22449	6107	43595	40403	30345	16414	27557	9845	3945	12908	41515	22863	2784
gene-AUO97_RS04380	NZ_CP018664.1	939677	940006	-	330	22940	7895	9484	4665	10584	23192	5576	42716	40123	27261	15036	26831	9217	3581	11492	40755	21017	2615
gene-AUO97_RS04385	NZ_CP018664.1	940018	940293	-	276	23832	8226	9915	4601	11134	25134	5602	44751	41517	27510	15618	28236	9371	3627	11800	43026	21596	2629
gene-AUO97_RS04390	NZ_CP018664.1	940307	941131	-	825	48298	15143	18775	8703	20873	50654	10533	88186	82322	51973	29696	56746	17548	6482	22251	84530	41891	4672
gene-AUO97_RS04395	NZ_CP018664.1	941143	941463	-	321	23496	6411	7955	3709	9062	25828	4378	43077	39914	22938	13467	27879	7835	2717	9324	40680	19007	2001
gene-AUO97_RS04400	NZ_CP018664.1	941460	942062	-	603	32098	7696	9929	4545	11786	35948	5426	57154	53990	28919	16972	38781	9299	3250	12022	55143	24515	2351
gene-AUO97_RS04405	NZ_CP018664.1	942074	942712	-	639	39357	9220	11894	5409	14354	45181	6443	69185	64735	34457	20347	46928	11282	4108	14389	66435	29264	2814
gene-AUO97_RS04410	NZ_CP018664.1	942770	943081	-	312	23153	5105	6461	3067	8029	26864	3459	39281	35968	18854	11597	27883	6269	2121	7675	36983	16304	1469
gene-AUO97_RS04415	NZ_CP018664.1	943333	944061	-	729	35	10	13	7	8	27	9	46	49	38	14	37	7	2	28	30	37	2
gene-AUO97_RS04420	NZ_CP018664.1	944229	945419	+	1191	498	32	192	44	97	658	39	698	689	645	389	539	54	28	211	727	545	26
gene-AUO97_RS04425	NZ_CP018664.1	945463	947010	+	1548	1179	134	520	118	276	1637	158	1717	1885	2260	1541	1048	167	82	623	1884	1959	43
gene-AUO97_RS04430	NZ_CP018664.1	947156	947920	+	765	447	38	157	53	98	665	41	652	893	903	548	450	49	32	241	730	713	15
gene-AUO97_RS04435	NZ_CP018664.1	948006	948443	+	438	181	9	46	17	14	269	25	244	264	202	105	220	12	16	64	234	171	10
gene-AUO97_RS04440	NZ_CP018664.1	948552	949328	+	777	707	59	182	56	113	726	68	803	775	638	356	699	67	34	213	860	550	20
gene-AUO97_RS04445	NZ_CP018664.1	949452	950402	+	951	202	24	67	36	43	299	43	270	307	253	170	218	25	15	88	258	235	11
gene-AUO97_RS04450	NZ_CP018664.1	950445	951710	-	1266	597	122	306	140	223	748	167	625	755	656	413	504	142	92	430	735	647	81
gene-AUO97_RS04455	NZ_CP018664.1	951817	952689	-	873	669	73	276	69	176	758	120	662	724	708	374	675	107	52	350	752	587	34
gene-AUO97_RS04460	NZ_CP018664.1	952965	955538	+	2574	3033	448	1133	345	798	3683	402	3857	4113	3470	2047	2932	540	274	1492	4290	2966	165
gene-AUO97_RS04465	NZ_CP018664.1	955582	956568	-	987	144	13	83	23	46	156	40	157	213	138	88	89	14	13	94	167	128	19
gene-AUO97_RS04470	NZ_CP018664.1	956648	957463	-	816	414	53	167	73	94	468	80	424	541	490	260	373	56	53	241	493	397	23
gene-AUO97_RS04475	NZ_CP018664.1	957484	959529	+	2046	679	88	325	114	207	750	150	769	834	760	438	744	115	86	365	860	623	52
gene-AUO97_RS04480	NZ_CP018664.1	959522	960157	+	636	294	27	121	30	52	329	38	346	349	259	180	302	25	25	117	354	260	16
gene-AUO97_RS04485	NZ_CP018664.1	960160	960561	-	402	451	30	153	30	58	489	47	626	668	567	348	486	53	24	184	623	537	32
gene-AUO97_RS04490	NZ_CP018664.1	960576	961157	-	582	706	67	260	82	122	882	88	1085	1169	1016	607	810	92	36	308	1035	958	40
gene-AUO97_RS04495	NZ_CP018664.1	961315	962328	+	1014	362	44	136	45	67	466	47	593	635	551	310	428	36	29	174	574	477	20
gene-AUO97_RS04500	NZ_CP018664.1	962398	962685	-	288	1535	259	551	207	450	1557	278	1735	2252	1924	908	1289	330	149	754	2233	1573	108
gene-AUO97_RS04505	NZ_CP018664.1	962697	963338	-	642	3998	524	1359	509	935	4377	627	4749	5422	4859	2442	3548	724	346	1750	5585	3883	300
gene-AUO97_RS04510	NZ_CP018664.1	963365	964045	-	681	2723	333	871	278	606	3051	328	3308	3663	2754	1494	2460	402	209	1054	3641	2403	174
gene-AUO97_RS04515	NZ_CP018664.1	964045	964821	-	777	2258	141	536	168	354	2495	146	2742	2871	1997	1088	2185	219	99	692	3038	1798	80
gene-AUO97_RS04520	NZ_CP018664.1	964818	965636	-	819	1866	112	378	124	194	1985	145	2203	2186	1547	876	1791	118	62	505	2447	1440	65
gene-AUO97_RS19370	NZ_CP018664.1	965763	965948	-	186	163	7	25	6	11	136	13	146	147	84	48	153	5	4	38	139	88	2
gene-AUO97_RS04525	NZ_CP018664.1	966040	967887	-	1848	23437	1494	2782	877	2473	27671	1111	18441	18483	1998	2502	24826	1836	675	3331	20785	3579	527
gene-AUO97_RS04530	NZ_CP018664.1	968297	969127	-	831	1732	162	375	168	251	1602	201	2208	1703	1065	658	1910	171	105	512	2086	1068	77
gene-AUO97_RS04535	NZ_CP018664.1	969250	971154	-	1905	2569	377	985	324	674	2937	372	3054	3023	2370	1335	2950	448	206	1299	3062	2051	148
gene-AUO97_RS04540	NZ_CP018664.1	971458	972060	+	603	390	25	107	38	67	391	47	471	469	460	233	357	34	22	147	538	354	11
gene-AUO97_RS04545	NZ_CP018664.1	972188	973138	+	951	2569	281	1314	350	646	4514	322	2897	4159	3110	1795	2516	338	212	1979	3000	2807	140
gene-AUO97_RS04550	NZ_CP018664.1	973312	974100	+	789	270	10	71	18	27	411	18	312	348	282	161	262	19	7	83	313	249	7
gene-AUO97_RS04555	NZ_CP018664.1	974148	976451	-	2304	1216	142	469	162	286	1416	190	1778	1793	2048	1196	1195	194	84	530	1840	1681	74
gene-AUO97_RS04560	NZ_CP018664.1	976709	978532	+	1824	1342	744	2532	577	1464	1480	794	1376	1600	1548	792	1094	840	425	2613	1616	1213	346
gene-AUO97_RS04565	NZ_CP018664.1	978604	979251	-	648	368	21	85	42	46	359	47	345	346	269	155	328	26	19	107	376	271	14
gene-AUO97_RS04570	NZ_CP018664.1	979505	979759	+	255	1011	248	609	320	526	1265	424	867	1045	1933	883	1115	336	122	888	869	1233	111
gene-AUO97_RS04575	NZ_CP018664.1	979829	980929	-	1101	124	27	41	44	36	137	30	114	149	162	67	146	28	18	69	125	110	23
gene-AUO97_RS04580	NZ_CP018664.1	981062	981859	-	798	39	7	9	2	9	47	3	43	51	38	23	45	11	1	15	40	36	3
gene-AUO97_RS04585	NZ_CP018664.1	981862	983124	-	1263	94	13	35	20	36	83	17	122	120	119	64	80	17	8	40	104	101	13
gene-AUO97_RS04590	NZ_CP018664.1	983298	984482	-	1185	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	0	0
gene-AUO97_RS04595	NZ_CP018664.1	984852	985829	+	978	1960	251	526	225	410	2040	301	2672	2398	2098	1134	2101	279	158	706	2637	1655	121
gene-AUO97_RS04600	NZ_CP018664.1	985829	987898	+	2070	3513	602	961	401	867	3919	448	5034	4654	4435	2392	4098	612	301	1341	5028	3603	229
gene-AUO97_RS04605	NZ_CP018664.1	988122	988952	+	831	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0
gene-AUO97_RS04610	NZ_CP018664.1	989024	989233	-	210	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS04615	NZ_CP018664.1	989419	990534	+	1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene-AUO97_RS04620	NZ_CP018664.1	990537	991430	-	894	22	1	11	1	1	16	0	14	20	28	5	12	1	1	5	15	17	1
gene-AUO97_RS04625	NZ_CP018664.1	991539	992405	+	867	31	2	4	4	2	30	2	35	34	40	14	30	2	2	11	25	31	0
gene-AUO97_RS04630	NZ_CP018664.1	992554	992973	+	420	438	20	300	78	110	614	82	448	718	863	591	318	44	17	397	646	772	24
gene-AUO97_RS04635	NZ_CP018664.1	993068	993499	+	432	407	27	273	67	87	570	71	469	735	991	673	290	39	37	404	686	933	25
gene-AUO97_RS04640	NZ_CP018664.1	993598	994953	-	1356	255	60	165	60	114	430	95	275	479	190	151	267	75	33	187	341	200	28
gene-AUO97_RS04645	NZ_CP018664.1	994989	995297	-	309	50	4	30	8	14	99	12	54	69	26	19	53	14	1	26	54	35	2
gene-AUO97_RS04650	NZ_CP018664.1	995891	996652	+	762	2733	102	783	263	385	3088	387	3611	4097	4352	2144	2266	245	130	1028	4273	3261	151
gene-AUO97_RS04655	NZ_CP018664.1	996715	997689	-	975	1353	204	468	150	355	1304	195	2125	2077	3481	1926	1554	242	120	583	2191	2796	79
gene-AUO97_RS04660	NZ_CP018664.1	997702	999045	-	1344	2731	360	846	248	678	2726	266	4219	4158	6627	3517	2824	488	211	1148	4384	5231	161
gene-AUO97_RS04665	NZ_CP018664.1	999063	1000532	-	1470	3266	393	813	231	581	3383	271	4799	4594	7483	4099	3318	441	206	1199	5292	5739	145
gene-AUO97_RS04670	NZ_CP018664.1	1000532	1001563	-	1032	1891	142	360	88	234	1977	104	2851	2710	4010	2170	2000	165	75	441	3130	2986	52
gene-AUO97_RS04675	NZ_CP018664.1	1001582	1002796	-	1215	2085	150	561	148	297	2214	142	2777	2686	3319	1832	1926	198	81	589	3087	2569	66
gene-AUO97_RS04680	NZ_CP018664.1	1002941	1004212	-	1272	8666	747	2132	657	1465	8933	784	11801	11242	12636	6494	8969	887	533	2697	12964	9974	317
gene-AUO97_RS04685	NZ_CP018664.1	1005248	1006681	-	1434	771	49	138	58	80	673	74	1224	1099	1466	734	763	50	28	178	1290	945	17
gene-AUO97_RS04690	NZ_CP018664.1	1007095	1008372	-	1278	933	53	215	75	131	915	87	1336	988	1284	537	1138	81	39	245	1095	1090	35
gene-AUO97_RS04695	NZ_CP018664.1	1008500	1009294	+	795	369	21	140	34	55	518	39	474	569	457	292	369	31	8	180	529	434	14
gene-AUO97_RS04700	NZ_CP018664.1	1009310	1009843	+	534	351	17	115	38	49	443	44	421	514	461	249	291	32	15	165	471	392	7
gene-AUO97_RS04705	NZ_CP018664.1	1009893	1010456	-	564	371	211	305	282	268	459	388	348	605	594	320	346	234	165	348	479	509	130
gene-AUO97_RS04710	NZ_CP018664.1	1010596	1011063	-	468	79	6	30	15	14	87	11	90	101	68	41	99	9	4	29	65	71	7
gene-AUO97_RS04715	NZ_CP018664.1	1011222	1011866	+	645	975	180	443	173	215	1169	211	1195	1190	1250	610	1008	111	99	619	1115	879	78
gene-AUO97_RS04720	NZ_CP018664.1	1011989	1013107	+	1119	931	68	258	47	114	1014	85	960	980	818	418	837	91	43	348	1025	719	40
gene-AUO97_RS04725	NZ_CP018664.1	1013223	1013798	+	576	2296	890	2147	1351	1495	3520	1484	2634	3980	3773	2717	1867	1138	784	2708	3784	3790	518
gene-AUO97_RS04730	NZ_CP018664.1	1013991	1016141	+	2151	403	31	111	20	83	577	36	492	577	558	307	382	38	18	137	525	449	14
gene-AUO97_RS04735	NZ_CP018664.1	1016178	1017407	-	1230	489	48	89	44	99	479	59	460	499	227	134	425	70	37	96	459	187	38
gene-AUO97_RS04740	NZ_CP018664.1	1017777	1018142	-	366	46	17	39	57	39	68	64	57	75	137	51	44	30	17	71	103	90	12
gene-AUO97_RS04745	NZ_CP018664.1	1018367	1018954	+	588	126	12	33	20	29	132	21	151	173	161	99	129	5	11	55	151	113	6
gene-AUO97_RS04750	NZ_CP018664.1	1018968	1019282	+	315	144	16	51	17	25	177	23	166	221	223	138	146	6	2	80	192	181	5
gene-AUO97_RS04755	NZ_CP018664.1	1019327	1019695	-	369	611	40	294	75	99	804	113	646	877	887	590	512	49	33	381	872	839	22
gene-AUO97_RS04760	NZ_CP018664.1	1019791	1021200	-	1410	2536	289	715	288	510	2760	308	2609	2801	2589	1329	2625	358	199	1106	2910	1961	147
gene-AUO97_RS04765	NZ_CP018664.1	1021580	1022812	+	1233	4117	743	1306	747	1164	4850	835	5482	5697	5205	3018	4227	888	525	1693	5657	4239	373
gene-AUO97_RS04770	NZ_CP018664.1	1022911	1023795	+	885	301	19	74	28	45	358	24	342	364	292	161	263	15	17	98	372	236	15
gene-AUO97_RS04775	NZ_CP018664.1	1023886	1024746	+	861	1080	166	793	238	332	1540	280	1135	1848	1491	1151	838	247	156	931	1595	1712	137
gene-AUO97_RS04780	NZ_CP018664.1	1024754	1025197	-	444	1561	134	1305	357	483	2258	383	1573	2792	2351	1808	1205	278	148	1595	2321	2714	136
gene-AUO97_RS04785	NZ_CP018664.1	1025407	1026183	-	777	205	13	32	20	26	223	15	281	292	266	139	234	22	8	56	297	192	7
gene-AUO97_RS04790	NZ_CP018664.1	1026203	1027108	-	906	300	13	42	16	17	264	24	350	348	230	136	279	7	6	56	342	217	11
gene-AUO97_RS04795	NZ_CP018664.1	1027262	1028296	+	1035	33	1	5	4	6	35	13	48	57	47	31	28	3	4	17	40	38	5
gene-AUO97_RS04800	NZ_CP018664.1	1028411	1029352	+	942	132	9	31	17	28	141	18	139	152	124	78	128	7	3	35	154	105	4
gene-AUO97_RS04805	NZ_CP018664.1	1029404	1029772	-	369	11619	1350	2661	1038	2839	12360	1273	17252	15556	11845	6404	14572	1837	622	3176	17192	9409	494
gene-AUO97_RS04810	NZ_CP018664.1	1029980	1030720	-	741	12171	1124	2137	940	2534	13642	1157	17280	15777	8128	4964	14494	1576	539	2737	16205	7949	410
gene-AUO97_RS04815	NZ_CP018664.1	1030766	1031314	-	549	13892	1664	3287	1467	3332	15798	1802	20135	18760	10200	6723	16629	2214	821	4037	20078	9808	626
gene-AUO97_RS04820	NZ_CP018664.1	1031334	1031585	-	252	9664	1338	2618	1244	2430	10751	1428	13258	12672	8121	5110	11372	1703	686	3177	13482	7558	490
gene-AUO97_RS04825	NZ_CP018664.1	1031732	1032157	-	426	31	1	6	2	7	42	4	24	26	11	14	23	2	0	4	42	19	0
gene-AUO97_RS04830	NZ_CP018664.1	1032154	1032636	-	483	45	5	19	9	13	62	13	66	70	61	31	57	3	5	26	65	36	1
gene-AUO97_RS04835	NZ_CP018664.1	1032649	1036503	-	3855	368	57	133	45	95	434	62	390	403	346	169	367	53	23	156	357	279	16
gene-AUO97_RS04840	NZ_CP018664.1	1036515	1037333	-	819	92	6	44	29	22	77	27	70	85	54	30	86	13	9	38	53	62	6
gene-AUO97_RS04845	NZ_CP018664.1	1037330	1038331	-	1002	24	0	10	0	1	25	6	29	24	30	17	27	5	5	5	29	27	2
gene-AUO97_RS04850	NZ_CP018664.1	1038332	1038892	-	561	7	1	1	0	0	10	2	17	11	12	9	10	2	2	7	20	4	1
gene-AUO97_RS04855	NZ_CP018664.1	1038886	1039359	-	474	11	1	0	1	0	20	1	20	8	8	8	10	0	1	2	10	3	1
